 ,Value
1,3491.473
2,3582.085
3,3569.776
4,3552.855
5,3550.835
6,3585.828
7,3548.458
8,3592.640
9,3643.429
10,3534.537
11,3603.784
12,3601.427
13,3667.513
14,3625.607
15,3620.192
16,3623.625
17,3594.927
18,3599.674
19,3572.318
20,3625.114
21,3590.073
22,3651.970
23,3594.763
24,3580.803
25,3598.779
26,3552.486
27,3588.388
28,3535.415
29,3532.884
30,3550.380
31,3513.341
32,3627.397
33,3565.318
34,3565.232
35,3595.528
36,3642.041
37,3629.727
38,3565.607
39,3646.415
40,3552.200
41,3573.090
42,3581.231
43,3594.846
44,3581.157
45,3586.987
46,3492.442
47,3516.226
48,3570.486
49,3568.301
50,3514.797
51,3476.496
52,3500.602
53,3460.227
54,3438.967
55,3490.761
56,3487.493
57,3510.093
58,3515.108
59,3576.192
60,3524.847
61,3466.741
62,3509.740
63,3560.355
64,3503.083
65,3531.589
66,3557.491
67,3500.513
68,3508.170
69,3540.446
70,3495.384
71,3446.134
72,3540.112
73,3502.354
