X	Y
233.500	321.500
232.781	322.195
232.062	322.890
231.342	323.583
230.620	324.275
229.896	324.965
229.170	325.653
228.441	326.337
227.708	327.017
226.971	327.693
226.230	328.364
225.483	329.030
224.731	329.688
223.972	330.340
223.206	330.983
222.433	331.617
221.652	332.241
220.862	332.854
220.062	333.455
219.253	334.041
218.432	334.613
217.600	335.167
216.756	335.704
215.899	336.219
215.029	336.712
214.145	337.179
213.248	337.620
212.337	338.032
211.414	338.418
210.483	338.782
209.544	339.127
208.601	339.459
207.654	339.780
206.706	340.097
205.757	340.413
204.809	340.732
203.865	341.060
202.924	341.400
201.990	341.756
201.063	342.131
200.145	342.528
199.238	342.948
198.343	343.395
197.462	343.868
196.598	344.370
195.749	344.899
194.918	345.455
194.106	346.039
193.313	346.648
192.540	347.281
191.784	347.937
191.046	348.611
190.324	349.303
189.618	350.011
188.926	350.733
188.248	351.468
187.583	352.214
186.931	352.973
186.292	353.741
185.664	354.519
185.046	355.306
184.441	356.102
183.845	356.905
183.259	357.715
182.684	358.533
182.118	359.357
181.561	360.188
181.013	361.025
180.474	361.867
179.944	362.715
179.422	363.567
178.909	364.426
178.404	365.289
177.907	366.156
177.417	367.028
176.936	367.905
176.463	368.786
175.997	369.671
175.539	370.559
175.089	371.452
174.646	372.349
174.211	373.249
173.783	374.153
173.363	375.060
172.950	375.971
172.545	376.885
172.147	377.803
171.757	378.723
171.375	379.647
171.000	380.574
170.633	381.505
170.273	382.438
169.921	383.374
169.578	384.313
169.242	385.255
168.915	386.199
168.595	387.147
168.284	388.097
167.981	389.050
167.687	390.006
167.402	390.964
167.125	391.925
166.858	392.889
166.599	393.855
166.350	394.823
166.111	395.794
165.882	396.768
165.663	397.743
165.454	398.721
165.256	399.701
165.068	400.683
164.891	401.668
164.724	402.653
164.567	403.641
164.420	404.630
164.283	405.621
164.155	406.612
164.037	407.605
163.928	408.599
163.829	409.594
163.739	410.590
163.657	411.587
163.584	412.584
163.519	413.582
163.463	414.580
163.415	415.579
163.374	416.578
163.341	417.578
163.316	418.577
163.298	419.577
163.286	420.577
163.281	421.577
163.283	422.577
163.291	423.577
163.305	424.576
163.324	425.576
163.349	426.576
163.379	427.575
163.414	428.575
163.453	429.574
163.497	430.573
163.544	431.572
163.595	432.570
163.649	433.569
163.705	434.567
163.764	435.565
163.825	436.564
163.887	437.562
163.951	438.560
164.015	439.557
164.078	440.555
164.141	441.553
164.203	442.551
164.263	443.550
164.320	444.548
164.373	445.546
164.422	446.545
164.465	447.544
164.501	448.543
164.530	449.543
164.550	450.543
164.562	451.543
164.566	452.543
164.561	453.543
164.548	454.542
164.526	455.542
164.496	456.542
164.458	457.541
164.412	458.540
164.357	459.538
164.296	460.536
164.227	461.534
164.151	462.531
164.070	463.528
163.984	464.524
163.893	465.520
163.798	466.515
163.700	467.510
163.601	468.505
163.500	469.500
