 ,Value
1,3537.946
2,3518.157
3,3609.783
4,3552.041
5,3464.056
6,3593.095
7,3578.842
8,3559.894
9,3515.132
10,3612.523
11,3597.241
12,3624.427
13,3570.058
14,3643.019
15,3621.847
16,3697.977
17,3613.359
18,3695.380
19,3718.234
20,3623.389
21,3691.399
22,3680.998
23,3640.686
24,3571.451
25,3615.904
26,3560.351
27,3534.005
28,3538.310
29,3560.921
30,3491.824
31,3585.686
32,3615.415
33,3546.754
34,3556.629
35,3567.053
36,3583.342
37,3486.296
38,3522.530
39,3592.181
40,3593.960
41,3624.033
42,3603.442
43,3532.140
44,3576.915
45,3577.413
46,3601.880
47,3621.814
48,3559.743
49,3554.622
50,3532.049
51,3449.679
52,3487.901
53,3434.739
54,3446.928
55,3461.922
56,3427.495
57,3537.975
58,3555.036
59,3529.174
60,3525.325
61,3580.617
62,3614.856
63,3589.115
64,3493.191
65,3583.587
66,3546.726
67,3486.695
68,3515.399
69,3519.608
70,3556.240
71,3568.109
72,3509.866
73,3538.118
