 ,ImageID,Genotype,FlyNum,Temperature,Stage,StageComment,Nucleus,NucleusComment,PosteriorGap,LateralGap,GapMarker,GapComment,BazookaExclusion,BazookaComment,Par1atPosterior,Par1Comment,AnalystName,AnalysisDate,Camera,Objective,TimeInterval,Timepoints,PixelSize,VoxelSize,Wavelength_Ch1,LP_Ch1,Exposure(s)_Ch1,EMGain_Ch1,Wavelength_Ch2,LP_Ch2,Exposure(s)_Ch2,EMGain_Ch2,Wavelength_Ch3,LP_Ch3,Exposure(s)_Ch3,EMGain_Ch3
158,20201104_3 positions DIC19_Oocyte1,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,7,18,10B,,OK,,Yes,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
159,20201104_3 positions DIC19_Oocyte2,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,7,18,10B,,OK,,No,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
160,20201104_3 positions DIC19_Oocyte3,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,7,18,10B,,OK,,Yes,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
161,20201104_3 positions DIC1_Oocyte1,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,1,18,9,,OK,,No,No,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,1,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
162,20201104_3 positions DIC1_Oocyte2,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,1,18,10A,,OK,,No,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
163,20201104_3 positions DIC1_Oocyte3,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,1,18,10A,,OK,,No,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,1,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
164,20201104_3 positions DIC3_Oocyte1,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,9,,OK,,No,No,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
165,20201104_3 positions DIC3_Oocyte2,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,10B,,OK,,Yes,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
166,20201104_3 positions DIC3_Oocyte3,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,10B,,OK,,Yes,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
167,20201104_3 positions DIC5_Oocyte1,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,10A,,OK,,No,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
168,20201104_3 positions DIC5_Oocyte2,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,9,,not visible,,No,No,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
169,20201104_3 positions DIC5_Oocyte3,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,9,,OK,,No,No,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
170,20201104_3 positions DIC7_Oocyte1,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,3,18,11,,not visible,,Yes,Yes,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
171,20201104_3 positions DIC7_Oocyte2,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,3,18,9,,not visible,,No,Yes,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
172,20201104_3 positions DIC7_Oocyte3,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,3,18,9,,OK,,No,No,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
173,20201104_3 positions DIC9_Oocyte1,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,4,18,10A,,OK,,No,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
174,20201104_3 positions DIC9_Oocyte2,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,4,18,8,,OK,,No,No,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
175,20201104_3 positions DIC9_Oocyte3,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,4,18,9,,not visible,,No,Yes,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
176,20201109_3 positions DIC11_Oocyte1,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,3,18,9,,OK,,No,No,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
177,20201109_3 positions DIC11_Oocyte2,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,3,18,9,,OK,,No,No,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
178,20201109_3 positions DIC11_Oocyte3,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,3,18,8,,OK,,No,No,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
179,20201109_3 positions DIC13_Oocyte1,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,4,18,9,,OK,,No,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
180,20201109_3 positions DIC13_Oocyte2,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,4,18,9,,OK,,No,Yes,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
181,20201109_3 positions DIC13_Oocyte3,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,4,18,8,,OK,,No,No,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
182,20201109_3 positions DIC15_Oocyte1,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,4,18,8,,OK,,No,No,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
183,20201109_3 positions DIC15_Oocyte2,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,4,18,8,,OK,,No,No,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
184,20201109_3 positions DIC15_Oocyte3,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,4,18,10A,,not visible,,No,Not clear,Jupiter,,Not clear,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
185,20201109_3 positions DIC16_Oocyte1,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,5,18,9,,OK,,No,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
186,20201109_3 positions DIC16_Oocyte2,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,5,18,10A,,OK,,Not clear,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
187,20201109_3 positions DIC16_Oocyte3,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,5,18,9,,OK,,No,No,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
188,20201109_3 positions DIC17_Oocyte1,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,5,18,10A,,OK,,No,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
189,20201109_3 positions DIC17_Oocyte2,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,5,18,9,,OK,,No,No,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
190,20201109_3 positions DIC17_Oocyte3,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,5,18,8,,OK,,No,No,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
191,20201109_3 positions DIC18_Oocyte1,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,6,18,8,,OK,,No,No,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
192,20201109_3 positions DIC18_Oocyte2,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,6,18,9,,OK,,No,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
193,20201109_3 positions DIC18_Oocyte3,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,6,18,10A,,OK,,No,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
194,20201109_3 positions DIC5_Oocyte1,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,1,18,9,,OK,,No,No,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
195,20201109_3 positions DIC5_Oocyte2,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,1,18,9,,OK,,No,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
196,20201109_3 positions DIC5_Oocyte3,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,1,18,9,,OK,,No,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
197,20201109_3 positions DIC7_Oocyte1,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,1,18,8,,OK,,No,No,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
198,20201109_3 positions DIC7_Oocyte2,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,1,18,9,,OK,,No,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
199,20201109_3 positions DIC9_Oocyte1,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,9,,OK,,No,Yes,Jupiter,,Yes,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
200,20201109_3 positions DIC9_Oocyte2,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,8,,OK,,No,No,Jupiter,,Not clear,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
201,20201109_3 positions DIC9_Oocyte3,w; UASp>Bazooka::mGFP/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,8,,OK,,No,No,Jupiter,,No,,NA,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
202,20201107_3 positions DIC21_Oocyte1,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,1,18,10B,,OK,,Yes,Yes,Jupiter,,NA,,No,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
203,20201107_3 positions DIC21_Oocyte2,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,1,18,10B,,OK,,Yes,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
204,20201107_3 positions DIC21_Oocyte3,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,1,18,9,,OK,,No,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
205,20201107_3 positions DIC23_Oocyte1,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,1,18,10A,,OK,,No,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
206,20201107_3 positions DIC23_Oocyte2,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,1,18,9,,OK,,No,No,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
207,20201107_3 positions DIC23_Oocyte3,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,1,18,8,,OK,,No,No,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
208,20201107_3 positions DIC25_Oocyte1,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,10B,,OK,,No,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
209,20201107_3 positions DIC25_Oocyte2,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,9,,OK,,No,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
210,20201107_3 positions DIC25_Oocyte3,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,10A,,OK,,No,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
211,20201107_3 positions DIC27_Oocyte1,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,9,,OK,,No,No,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
212,20201107_3 positions DIC27_Oocyte2,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,8,,OK,,No,No,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
213,20201107_3 positions DIC27_Oocyte3,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,9,,OK,,No,No,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
214,20201107_3 positions DIC29_Oocyte1,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,9,,OK,,No,No,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
215,20201107_3 positions DIC29_Oocyte2,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,9,,OK,,No,No,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
216,20201107_3 positions DIC29_Oocyte3,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,2,18,8,,OK,,No,No,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
217,20201107_3 positions DIC31_Oocyte1,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,3,18,11,,OK,,Yes,Yes,Jupiter,,NA,,No,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
218,20201107_3 positions DIC31_Oocyte2,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,3,18,10B,,OK,,No,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
219,20201107_3 positions DIC31_Oocyte3,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,3,18,9,,OK,,No,No,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
220,20201107_3 positions DIC33_Oocyte1,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,3,18,10B,,OK,,No,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
221,20201107_3 positions DIC33_Oocyte2,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,3,18,10B,,OK,,Yes,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
222,20201107_3 positions DIC33_Oocyte3,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,3,18,10B,,OK,,Yes,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
223,20201107_3 positions DIC35_Oocyte1,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,4,18,9,,OK,,No,Not clear,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
224,20201107_3 positions DIC35_Oocyte2,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,4,18,10B,,OK,,No,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
225,20201107_3 positions DIC35_Oocyte3,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,4,18,8,,OK,,No,No,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
226,20201107_3 positions DIC37_Oocyte1,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,5,18,10B,,OK,,Yes,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
227,20201107_3 positions DIC37_Oocyte2,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,5,18,10B,,OK,,No,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
228,20201107_3 positions DIC37_Oocyte3,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,5,18,10A,,OK,,No,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
229,20201107_3 positions DIC39_Oocyte1,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,5,18,10A,,OK,,No,Yes,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
230,20201107_3 positions DIC39_Oocyte2,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,5,18,8,,OK,,No,No,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
231,20201107_3 positions DIC39_Oocyte3,w; UASp>GFP::PAR1(N1S)/mata4-GAL4; Jupiter::mCherry/Jupiter::mCherry,5,18,9,,OK,,No,No,Jupiter,,NA,,Yes,,Ana Milas,20201109,ZYLA,40X WI,120 sec,1,0.163,0.5,488,20,0.3,300,561,40,0.3,300,0,0,0.1,300
