 ,Value
1,3276.117
2,3246.692
3,3259.932
4,3296.789
5,3293.056
6,3293.576
7,3307.788
8,3323.801
9,3292.652
10,3280.065
11,3297.053
12,3270.795
13,3317.729
14,3324.134
15,3323.285
16,3287.307
17,3295.210
18,3301.111
19,3289.197
20,3266.888
21,3286.433
22,3345.164
23,3312.250
24,3280.251
25,3316.854
26,3311.064
27,3294.885
28,3308.737
29,3320.791
30,3245.945
31,3319.635
32,3272.065
33,3262.590
34,3279.152
35,3277.895
36,3319.804
37,3323.908
38,3276.244
39,3309.288
40,3294.023
41,3285.680
42,3312.133
43,3295.190
44,3295.148
45,3284.880
46,3252.459
47,3334.510
48,3311.001
49,3276.284
