X	Y
303.000	320.000
302.399	320.801
301.798	321.602
301.198	322.404
300.599	323.207
300.002	324.011
299.406	324.816
298.813	325.623
298.223	326.432
297.635	327.243
297.051	328.057
296.471	328.873
295.895	329.693
295.323	330.515
294.756	331.341
294.195	332.170
293.639	333.003
293.090	333.841
292.547	334.682
292.010	335.528
291.481	336.379
290.960	337.234
290.446	338.093
289.941	338.958
289.444	339.828
288.956	340.703
288.478	341.583
288.009	342.468
287.551	343.358
287.102	344.254
286.664	345.154
286.238	346.061
285.821	346.971
285.415	347.887
285.019	348.807
284.631	349.730
284.251	350.657
283.880	351.587
283.516	352.520
283.160	353.456
282.810	354.395
282.466	355.335
282.128	356.278
281.795	357.223
281.467	358.169
281.143	359.117
280.823	360.066
280.507	361.016
280.194	361.968
279.884	362.920
279.576	363.873
279.270	364.827
278.966	365.781
278.662	366.735
278.360	367.690
278.057	368.645
277.754	369.599
277.450	370.554
277.145	371.508
276.838	372.461
276.529	373.414
276.216	374.365
275.900	375.316
275.580	376.265
275.255	377.212
274.925	378.157
274.591	379.102
274.252	380.044
273.911	380.986
273.568	381.927
273.223	382.867
272.876	383.807
272.530	384.747
272.185	385.687
271.841	386.627
271.499	387.569
271.160	388.511
270.826	389.455
270.496	390.401
270.172	391.349
269.855	392.299
269.544	393.251
269.242	394.206
268.948	395.163
268.663	396.123
268.388	397.086
268.122	398.052
267.867	399.021
267.623	399.992
267.390	400.966
267.168	401.943
266.957	402.922
266.756	403.903
266.565	404.886
266.384	405.871
266.214	406.858
266.054	407.847
265.903	408.837
265.763	409.829
265.632	410.822
265.511	411.816
265.400	412.811
265.299	413.808
265.208	414.805
265.127	415.803
265.057	416.802
264.997	417.802
264.948	418.802
264.909	419.803
264.882	420.804
264.866	421.806
264.861	422.807
264.869	423.809
264.889	424.810
264.922	425.811
264.967	426.812
265.026	427.812
265.099	428.810
265.186	429.808
265.289	430.804
265.407	431.799
265.542	432.791
265.693	433.781
265.861	434.769
266.045	435.753
266.245	436.735
266.461	437.713
266.692	438.687
266.937	439.658
267.197	440.626
267.470	441.589
267.756	442.549
268.053	443.505
268.363	444.458
268.683	445.407
269.014	446.352
269.355	447.294
269.703	448.233
270.060	449.169
270.424	450.102
270.795	451.032
271.171	451.961
271.551	452.887
271.936	453.812
272.324	454.735
272.715	455.657
273.107	456.579
273.500	457.500
