 ,Value
1,3453.660
2,3380.048
3,3386.939
4,3326.991
5,3392.394
6,3433.776
7,3427.948
8,3403.862
9,3386.467
10,3387.456
11,3330.458
12,3356.251
13,3418.010
14,3398.658
15,3339.372
16,3380.672
17,3399.682
18,3420.814
19,3370.458
20,3300.538
21,3399.793
22,3380.126
23,3383.942
24,3373.159
25,3390.878
26,3351.815
27,3361.228
28,3384.097
29,3388.592
30,3390.348
31,3376.096
32,3391.383
33,3418.513
34,3419.049
35,3390.695
36,3338.294
37,3373.758
38,3368.048
39,3380.829
40,3365.665
41,3384.684
42,3328.477
43,3354.364
44,3387.998
45,3325.444
46,3361.300
47,3343.150
48,3330.804
49,3342.014
50,3318.497
51,3318.236
