 ,Value
1,3400.295
2,3359.497
3,3425.885
4,3360.448
5,3305.425
6,3325.278
7,3305.102
8,3357.796
9,3346.457
10,3379.855
11,3388.875
12,3406.447
13,3390.383
14,3368.133
15,3387.381
16,3437.935
17,3429.534
18,3406.178
19,3428.394
20,3410.842
21,3430.503
22,3340.762
23,3329.322
24,3337.896
25,3341.900
26,3374.958
27,3366.704
28,3336.944
29,3324.502
30,3328.915
31,3308.916
32,3309.290
33,3342.982
34,3345.273
35,3303.817
36,3339.575
37,3370.336
38,3356.481
39,3387.359
40,3368.925
41,3403.718
42,3392.219
43,3362.441
44,3362.414
