 ,Value
1,3228.755
2,3210.186
3,3209.082
4,3201.419
5,3217.901
6,3250.567
7,3254.879
8,3244.235
9,3250.356
10,3273.042
11,3244.825
12,3261.357
13,3241.272
14,3231.348
15,3218.400
16,3224.605
17,3200.348
18,3193.354
19,3222.277
20,3232.945
21,3238.895
22,3255.865
23,3238.737
24,3221.487
25,3196.084
26,3206.016
27,3224.026
28,3205.343
29,3206.898
30,3208.482
31,3228.436
32,3245.048
33,3196.106
34,3230.406
35,3209.013
36,3187.768
37,3211.009
38,3235.540
39,3199.424
40,3202.186
41,3201.011
42,3232.203
43,3215.137
44,3196.068
45,3217.623
46,3246.630
47,3228.912
48,3230.016
49,3219.935
50,3199.283
51,3209.253
52,3242.123
53,3222.547
54,3191.533
55,3214.470
56,3204.853
57,3225.242
58,3190.563
59,3229.970
60,3193.873
61,3188.421
62,3200.062
63,3238.978
64,3243.056
65,3194.836
66,3217.170
67,3213.013
68,3213.313
69,3196.941
70,3201.922
71,3228.555
72,3244.427
73,3231.261
74,3219.485
75,3185.185
76,3215.607
77,3259.570
78,3242.595
79,3237.571
