 ,Value
1,3244.248
2,3237.655
3,3231.502
4,3186.768
5,3187.787
6,3234.588
7,3221.025
8,3233.257
9,3224.835
10,3246.264
11,3245.252
12,3223.802
13,3241.566
14,3273.809
15,3296.528
16,3295.782
17,3269.044
18,3247.145
19,3265.426
20,3243.267
21,3275.552
22,3293.808
23,3260.859
24,3222.998
25,3226.185
26,3276.081
27,3237.873
28,3253.779
29,3273.649
30,3269.055
31,3285.393
32,3283.828
33,3263.407
34,3262.788
35,3289.889
36,3305.086
37,3299.881
38,3293.007
39,3310.574
40,3268.489
41,3277.359
42,3299.112
43,3248.745
44,3271.770
45,3306.402
46,3282.098
47,3265.305
48,3251.567
49,3237.850
50,3320.644
51,3288.702
52,3308.120
53,3324.845
54,3322.009
55,3326.451
56,3309.028
57,3308.627
58,3276.246
59,3277.950
60,3292.561
61,3301.068
62,3298.889
63,3270.886
64,3275.309
65,3263.336
66,3278.626
67,3285.492
68,3286.017
69,3296.006
70,3255.594
71,3240.245
72,3254.743
73,3240.607
74,3284.435
75,3260.769
76,3278.109
77,3290.629
78,3300.925
79,3293.004
80,3258.925
81,3266.734
82,3257.245
83,3281.770
84,3280.141
85,3288.699
86,3301.664
87,3298.055
88,3342.770
89,3336.629
90,3306.303
91,3266.300
92,3305.601
93,3279.097
94,3279.311
95,3306.620
96,3265.820
97,3240.017
98,3230.150
99,3285.649
100,3293.417
101,3280.614
102,3288.286
103,3285.779
104,3292.943
105,3263.154
106,3274.695
107,3260.527
108,3313.469
109,3295.680
110,3309.594
111,3301.168
112,3263.944
113,3255.627
