 ,Value
1,3460.868
2,3461.831
3,3548.770
4,3549.879
5,3615.245
6,3593.802
7,3596.975
8,3527.414
9,3523.380
10,3522.148
11,3529.164
12,3503.418
13,3463.794
14,3481.911
15,3508.749
16,3427.797
17,3460.096
18,3445.691
19,3428.942
20,3456.565
21,3461.268
22,3438.550
23,3473.577
24,3469.183
25,3458.859
26,3411.307
27,3422.664
28,3459.665
29,3455.311
30,3510.639
31,3491.375
32,3489.985
33,3522.318
34,3558.278
35,3520.660
36,3557.442
37,3525.881
38,3489.185
39,3580.113
40,3564.780
41,3450.975
42,3483.142
43,3495.985
44,3501.400
45,3517.242
46,3540.379
47,3532.480
48,3507.696
49,3518.361
50,3522.700
51,3592.985
52,3506.938
53,3469.470
54,3486.354
55,3445.651
56,3457.294
57,3572.943
58,3565.239
59,3566.237
60,3583.221
61,3563.371
62,3558.915
63,3566.829
64,3572.189
65,3590.556
66,3507.927
67,3518.729
68,3440.367
69,3497.017
70,3410.234
71,3485.931
72,3435.453
73,3482.641
74,3452.957
75,3436.041
76,3430.328
77,3409.294
78,3417.165
79,3401.928
80,3440.173
81,3439.995
82,3451.178
83,3501.611
84,3434.907
85,3535.633
86,3504.112
87,3525.457
88,3514.140
89,3537.595
90,3477.432
91,3593.529
92,3616.234
93,3654.116
94,3546.344
95,3557.475
96,3636.864
97,3662.803
98,3590.407
99,3478.623
100,3438.754
101,3505.497
102,3497.191
103,3524.854
104,3528.996
105,3482.749
106,3502.377
107,3492.687
108,3484.234
109,3552.412
110,3527.129
111,3624.334
112,3680.793
113,3734.788
114,3617.169
115,3668.745
116,3679.529
117,3639.852
118,3693.801
119,3732.308
120,3830.775
121,3936.943
122,3903.041
123,3789.963
124,3789.870
125,3790.760
126,3720.239
127,3670.036
128,3621.086
129,3595.453
130,3531.757
131,3548.925
132,3619.864
133,3537.842
134,3575.626
135,3700.960
136,3777.046
137,3668.289
138,3591.817
139,3554.310
140,3541.614
