 ,Value
1,3471.389
2,3512.457
3,3472.482
4,3484.707
5,3473.481
6,3430.071
7,3427.759
8,3484.568
9,3390.368
10,3439.810
11,3461.248
12,3533.945
13,3494.852
14,3452.791
15,3490.918
16,3479.434
17,3483.880
18,3511.394
19,3367.918
20,3413.110
21,3489.211
22,3444.150
23,3385.310
24,3398.711
25,3424.949
26,3487.125
27,3505.214
28,3387.107
29,3405.091
30,3440.467
31,3357.589
32,3408.786
33,3463.395
34,3414.752
35,3438.956
36,3474.171
37,3424.721
38,3423.788
39,3483.463
40,3453.073
41,3523.859
42,3479.879
43,3453.337
44,3516.892
45,3519.540
46,3490.437
47,3515.386
48,3497.706
49,3512.098
50,3455.256
51,3456.318
52,3459.219
53,3457.368
54,3494.610
55,3394.790
56,3414.944
57,3418.608
58,3421.910
59,3401.361
