 ,Value
1,3799.098
2,3812.998
3,3941.775
4,3912.840
5,3930.893
6,3873.202
7,3828.531
8,3838.257
9,3841.157
10,3906.283
11,3965.823
12,3988.977
13,4069.461
14,3945.589
15,3929.094
16,3932.209
17,3914.986
18,3853.314
19,3897.024
20,3886.176
21,3904.057
22,3897.388
23,3866.132
24,3927.843
25,3951.549
26,4027.742
27,3934.110
28,4006.117
29,3957.191
30,4037.578
31,3928.303
32,3899.330
33,3995.154
34,4046.444
35,4044.270
36,4003.261
37,4069.637
38,4058.454
39,4042.487
40,3895.660
41,3905.859
42,3970.724
43,3873.742
44,3934.028
45,3930.833
46,3927.580
47,3968.343
48,3859.982
49,3880.211
50,3883.966
51,3839.222
52,3831.858
53,3938.633
54,3906.261
55,3837.020
56,3973.491
57,3912.249
58,3995.502
59,3918.935
60,3984.208
61,3783.090
62,3752.956
63,3787.468
64,3833.957
65,3870.723
66,3870.517
67,3826.155
68,3748.706
69,3858.813
70,3846.683
71,3839.078
72,3837.267
73,3947.051
74,3927.651
75,3865.931
76,3854.795
77,3961.841
78,4025.657
79,4014.395
80,4019.754
81,4117.947
82,4170.866
83,4151.004
84,4110.993
85,4100.769
86,3956.828
87,4015.704
88,4059.368
89,4095.090
90,4129.947
91,4072.352
92,4079.507
93,3944.104
94,4026.886
95,4069.814
96,4067.129
97,4093.846
98,4058.193
99,4065.884
100,4036.507
101,4014.247
102,4010.427
103,4038.616
104,4036.283
105,3993.014
106,3923.403
107,3987.387
108,4005.212
109,3987.637
110,3959.660
111,3899.983
112,3888.875
113,3899.074
114,3924.943
115,3843.482
116,3914.075
117,3903.960
118,3948.799
119,3981.123
120,4005.358
121,3868.157
122,3931.282
123,3864.381
124,3904.412
125,3924.811
126,4005.996
127,3891.574
128,3921.424
129,3952.770
130,3952.099
131,3962.374
132,3954.691
133,3862.954
134,3802.759
135,3820.864
136,3897.273
137,3902.863
138,3875.245
139,3953.524
140,3953.971
141,3916.927
142,3840.485
143,3887.003
144,3872.987
145,3888.416
146,3924.032
147,3900.301
148,3953.746
