 ,Value
1,3837.956
2,3795.145
3,3842.760
4,3788.078
5,3763.373
6,3746.902
7,3897.181
8,3893.178
9,3852.145
10,3817.511
11,3839.538
12,3804.943
13,3785.119
14,3807.971
15,3839.944
16,3844.161
17,3876.908
18,3793.727
19,3829.078
20,3824.272
21,3823.884
22,3854.932
23,3857.297
24,3838.073
25,3861.272
26,3900.367
27,3876.105
28,3814.603
29,3854.353
30,3779.580
31,3816.322
32,3773.087
33,3757.170
34,3751.521
35,3715.459
36,3771.988
37,3881.497
38,3807.141
39,3765.410
40,3861.102
41,3785.997
42,3790.701
43,3795.378
44,3783.077
45,3879.574
46,3899.199
47,3827.037
48,3802.499
49,3783.739
50,3790.546
51,3765.945
52,3679.420
53,3806.649
54,3699.460
55,3703.825
56,3765.504
57,3750.183
58,3797.628
59,3830.656
60,3913.427
61,3849.125
62,3808.069
63,3869.743
64,3838.630
65,3754.703
66,3846.819
67,3873.367
68,3914.246
69,3906.990
70,3791.733
71,3828.863
72,3834.745
73,3876.617
74,3880.502
75,3840.204
76,3909.356
77,3889.969
78,3926.995
79,3862.232
80,3898.588
81,3916.381
82,3906.431
83,3860.117
84,3919.978
85,3945.561
86,3880.321
87,3868.839
88,3741.490
89,3807.235
90,3856.156
91,3884.374
92,3778.654
93,3882.275
94,3869.817
95,3931.043
96,3928.659
97,4034.810
98,3953.186
99,3980.988
100,3939.124
101,3871.571
102,3922.966
103,3868.600
104,3944.496
105,3883.200
106,3743.690
107,3841.338
108,3780.881
109,3731.009
110,3743.060
111,3726.094
112,3741.720
113,3826.204
114,3789.783
115,3708.447
116,3710.866
117,3658.372
118,3707.714
119,3689.063
120,3762.723
121,3742.756
122,3740.841
123,3792.887
124,3714.412
125,3785.117
126,3868.529
127,3735.562
128,3856.361
129,3800.929
130,3876.361
131,3873.853
132,3811.532
133,3847.684
134,3798.191
135,3789.675
136,3826.233
137,3796.524
