X	Y
295.000	207.000
294.030	207.253
293.061	207.507
292.092	207.764
291.124	208.024
290.158	208.290
289.193	208.563
288.231	208.844
287.272	209.135
286.316	209.437
285.365	209.751
284.418	210.080
283.476	210.424
282.542	210.786
281.615	211.168
280.697	211.570
279.790	211.996
278.894	212.445
278.012	212.921
277.146	213.425
276.297	213.958
275.469	214.523
274.662	215.118
273.879	215.743
273.117	216.394
272.376	217.069
271.656	217.766
270.954	218.482
270.271	219.215
269.603	219.962
268.950	220.722
268.310	221.494
267.681	222.274
267.061	223.061
266.449	223.855
265.844	224.654
265.243	225.456
264.645	226.261
264.050	227.067
263.455	227.874
262.859	228.680
262.261	229.484
261.661	230.286
261.056	231.086
260.448	231.883
259.837	232.677
259.225	233.471
258.613	234.265
258.002	235.059
257.392	235.854
256.784	236.651
256.180	237.451
255.581	238.255
254.987	239.062
254.400	239.874
253.821	240.692
253.250	241.516
252.689	242.347
252.140	243.185
251.603	244.031
251.080	244.887
250.573	245.751
250.084	246.626
249.614	247.511
249.165	248.407
248.740	249.315
248.341	250.234
247.971	251.166
247.631	252.108
247.325	253.063
247.053	254.027
246.815	255.001
246.610	255.982
246.435	256.969
246.290	257.960
246.171	258.956
246.078	259.954
246.009	260.953
245.960	261.954
245.929	262.956
245.916	263.958
245.917	264.961
245.931	265.963
245.956	266.965
245.989	267.967
246.030	268.968
246.077	269.969
246.127	270.970
246.180	271.971
246.234	272.972
246.288	273.973
246.341	274.974
246.391	275.975
246.438	276.976
246.480	277.977
246.517	278.979
246.547	279.981
246.572	280.983
246.591	281.985
246.605	282.987
246.614	283.989
246.618	284.991
246.617	285.994
246.611	286.996
246.600	287.998
246.586	289.000
246.566	290.002
246.543	291.004
246.515	292.006
246.483	293.008
246.447	294.010
246.407	295.011
246.362	296.012
246.314	297.014
246.263	298.014
246.207	299.015
246.148	300.016
246.085	301.016
246.017	302.016
245.947	303.016
245.873	304.015
245.794	305.015
245.713	306.013
245.627	307.012
245.538	308.010
245.445	309.008
245.349	310.006
245.248	311.003
245.144	312.000
245.037	312.997
244.925	313.993
244.809	314.988
244.690	315.983
244.566	316.978
244.439	317.972
244.307	318.966
244.172	319.959
244.032	320.951
243.889	321.943
243.741	322.935
243.591	323.926
243.436	324.916
243.278	325.905
243.116	326.895
242.951	327.883
242.783	328.871
242.611	329.859
242.436	330.846
242.259	331.832
242.078	332.818
241.895	333.803
241.710	334.788
241.521	335.773
241.331	336.757
241.138	337.740
240.943	338.724
240.746	339.706
240.548	340.689
240.348	341.671
240.146	342.653
239.943	343.634
239.739	344.615
239.534	345.596
239.328	346.577
239.122	347.558
238.915	348.539
238.708	349.519
238.500	350.500
