 ,Value
1,3190.222
2,3230.054
3,3239.675
4,3231.470
5,3205.556
6,3247.375
7,3242.598
8,3210.920
9,3238.801
10,3202.685
11,3207.966
12,3237.567
13,3217.055
14,3194.034
15,3174.821
16,3200.576
17,3167.791
18,3194.909
19,3228.584
20,3198.401
21,3251.581
22,3228.929
23,3234.893
24,3208.834
25,3220.377
26,3193.963
27,3166.985
28,3211.549
29,3194.324
30,3225.061
31,3190.860
32,3209.532
33,3220.547
34,3203.729
35,3183.749
36,3225.340
37,3215.558
38,3223.929
39,3216.534
40,3277.705
41,3202.774
42,3197.804
43,3209.030
44,3206.961
45,3205.126
46,3182.967
47,3199.197
48,3186.479
49,3212.793
50,3206.293
51,3187.814
52,3196.284
53,3232.526
54,3147.518
55,3199.100
56,3204.162
57,3188.219
58,3200.118
59,3192.930
60,3197.928
61,3205.598
62,3202.997
63,3184.051
64,3221.596
65,3227.252
66,3241.520
67,3228.540
68,3207.724
69,3229.137
70,3209.486
71,3221.276
72,3225.299
73,3183.629
74,3218.881
75,3234.102
76,3192.915
77,3211.995
78,3196.721
79,3235.328
80,3231.377
81,3202.307
82,3202.704
83,3209.099
84,3189.046
85,3212.791
86,3202.417
87,3203.944
88,3199.006
89,3183.404
90,3216.418
91,3217.816
92,3236.380
93,3215.737
94,3182.166
95,3188.427
96,3216.660
97,3260.616
98,3243.711
99,3235.218
100,3219.792
101,3205.591
102,3206.960
103,3227.857
104,3212.474
105,3177.421
106,3227.106
107,3193.227
108,3212.427
109,3209.165
110,3220.227
111,3194.038
