 ,Value
1,3271.942
2,3221.760
3,3213.433
4,3224.145
5,3241.769
6,3247.090
7,3232.589
8,3197.662
9,3198.787
10,3239.629
11,3233.593
12,3222.196
13,3244.720
14,3239.485
15,3238.889
16,3271.225
17,3267.281
18,3254.333
19,3235.285
20,3269.743
21,3273.205
22,3236.817
23,3252.420
24,3257.196
25,3220.567
26,3252.444
27,3268.570
28,3245.116
29,3244.027
30,3237.463
31,3258.205
32,3261.453
33,3269.553
34,3260.392
35,3237.008
36,3244.931
37,3231.052
38,3242.748
39,3267.994
40,3268.547
41,3244.123
42,3243.348
43,3273.760
44,3227.657
45,3275.068
46,3303.071
47,3257.317
48,3225.928
49,3267.672
50,3266.338
51,3275.014
52,3254.437
53,3236.515
54,3261.935
55,3248.750
56,3246.626
57,3276.659
58,3238.250
59,3239.905
60,3235.151
61,3271.800
62,3305.837
63,3283.264
64,3281.135
65,3220.676
66,3296.370
67,3291.115
68,3307.880
69,3306.682
70,3297.169
71,3250.319
72,3294.307
73,3289.900
74,3299.186
75,3301.971
76,3280.092
77,3280.136
78,3237.558
79,3266.660
80,3276.074
81,3260.501
82,3249.274
83,3263.055
84,3253.669
85,3259.470
86,3277.817
87,3272.578
88,3246.437
89,3244.880
90,3228.960
91,3228.255
92,3282.114
93,3251.336
94,3250.701
95,3260.761
96,3257.506
97,3256.790
98,3220.011
99,3274.107
100,3252.843
101,3249.520
102,3242.262
103,3255.693
104,3232.908
105,3228.836
106,3243.759
107,3255.839
108,3267.163
109,3240.445
110,3274.069
111,3271.179
112,3242.859
113,3277.833
114,3252.946
115,3248.779
116,3284.176
117,3215.560
118,3264.277
119,3283.573
120,3297.139
121,3325.481
122,3288.413
123,3344.447
124,3313.650
125,3306.487
126,3325.699
127,3354.898
128,3325.174
129,3350.816
130,3355.261
131,3342.386
132,3324.655
133,3264.845
134,3252.069
135,3288.128
136,3288.013
137,3267.350
138,3245.959
139,3242.489
140,3258.142
141,3256.661
142,3255.451
143,3264.104
144,3266.705
145,3260.033
146,3224.253
147,3253.211
148,3239.409
149,3218.028
150,3278.907
151,3258.579
152,3274.153
153,3245.319
154,3224.246
155,3231.710
156,3253.940
157,3223.633
158,3245.809
159,3255.752
160,3238.240
161,3235.575
162,3252.135
163,3258.764
164,3239.945
165,3245.906
166,3241.522
167,3257.594
168,3264.385
169,3253.761
170,3250.114
171,3257.839
172,3239.266
173,3222.532
174,3240.516
175,3233.460
176,3240.588
177,3224.756
178,3224.384
179,3207.810
180,3231.612
181,3226.903
182,3197.973
183,3220.233
184,3217.759
185,3244.024
186,3235.154
187,3208.414
188,3201.363
189,3221.356
190,3265.268
191,3249.465
192,3216.147
193,3230.597
194,3244.990
195,3269.942
196,3219.018
