X	Y
201.500	491.500
201.541	492.495
201.581	493.490
201.622	494.485
201.662	495.480
201.702	496.475
201.741	497.470
201.781	498.465
201.820	499.461
201.858	500.456
201.896	501.451
201.934	502.446
201.970	503.441
202.006	504.437
202.042	505.432
202.076	506.427
202.110	507.422
202.143	508.418
202.174	509.413
202.205	510.408
202.235	511.404
202.264	512.399
202.291	513.395
202.318	514.390
202.343	515.386
202.367	516.382
202.389	517.377
202.411	518.373
202.430	519.369
202.449	520.364
202.466	521.360
202.481	522.356
202.495	523.352
202.508	524.347
202.518	525.343
202.528	526.339
202.535	527.335
202.541	528.331
202.545	529.327
202.548	530.322
202.548	531.318
202.547	532.314
202.544	533.310
202.540	534.306
202.533	535.302
202.525	536.298
202.515	537.293
202.503	538.289
202.489	539.285
202.473	540.281
202.455	541.276
202.436	542.272
202.415	543.268
202.391	544.263
202.367	545.259
202.340	546.255
202.311	547.250
202.281	548.245
202.248	549.241
202.214	550.236
202.178	551.231
202.141	552.226
202.101	553.222
202.059	554.217
202.015	555.211
201.970	556.206
201.922	557.201
201.872	558.196
201.820	559.190
201.766	560.185
201.709	561.179
201.650	562.173
201.589	563.167
201.525	564.161
201.459	565.154
201.390	566.148
201.318	567.141
201.243	568.134
201.165	569.127
201.083	570.120
200.999	571.112
200.910	572.104
200.818	573.095
200.721	574.087
200.620	575.077
200.514	576.068
200.403	577.057
200.286	578.046
200.163	579.034
200.033	580.022
199.894	581.008
199.747	581.993
199.589	582.976
199.419	583.957
199.235	584.936
199.037	585.912
198.822	586.885
198.590	587.853
198.340	588.817
198.071	589.776
197.784	590.729
197.481	591.678
197.163	592.622
196.834	593.562
196.500	594.500
