 ,Value
1,3223.042
2,3277.851
3,3291.272
4,3222.404
5,3246.193
6,3276.538
7,3289.380
8,3266.498
9,3233.558
10,3249.661
11,3243.124
12,3268.070
13,3314.099
14,3322.489
15,3275.465
16,3282.664
17,3275.085
18,3271.355
19,3246.255
20,3254.970
21,3251.024
22,3280.719
23,3219.982
24,3229.151
25,3246.828
26,3260.563
27,3231.158
28,3258.155
29,3226.042
30,3232.259
31,3261.914
32,3245.143
33,3288.240
34,3278.871
35,3275.126
36,3261.408
37,3301.591
38,3262.006
39,3242.216
40,3242.155
41,3256.078
42,3284.905
43,3282.529
44,3273.000
45,3281.339
46,3238.799
47,3249.739
48,3289.042
49,3269.705
50,3270.493
51,3280.793
52,3283.874
53,3252.230
54,3318.483
55,3263.307
56,3278.831
57,3289.301
58,3297.876
59,3282.133
60,3262.817
61,3254.496
62,3282.611
63,3270.022
64,3294.391
65,3294.152
66,3288.300
67,3271.996
68,3274.922
69,3282.485
70,3281.666
71,3274.899
72,3277.875
73,3285.216
74,3316.845
75,3286.540
76,3265.252
77,3268.166
78,3281.287
79,3271.402
80,3271.259
81,3275.303
82,3248.550
83,3245.659
84,3266.572
85,3253.717
