 ,Value
1,3165.497
2,3206.901
3,3240.001
4,3209.696
5,3174.007
6,3203.571
7,3204.497
8,3166.988
9,3209.989
10,3216.547
11,3215.193
12,3223.260
13,3215.504
14,3178.281
15,3189.757
16,3220.642
17,3223.828
18,3209.107
19,3222.146
20,3202.138
21,3221.219
22,3202.248
23,3198.547
24,3202.112
25,3197.389
26,3159.622
27,3179.641
28,3223.455
29,3237.455
30,3199.183
31,3188.657
32,3211.832
33,3247.205
34,3222.481
35,3230.776
36,3219.294
37,3219.452
38,3191.662
39,3229.624
40,3208.074
41,3218.035
42,3203.483
43,3200.316
44,3200.384
45,3209.388
46,3211.204
47,3224.050
48,3188.763
49,3205.058
50,3231.907
51,3193.340
52,3227.940
53,3221.406
54,3220.747
55,3273.256
56,3226.840
57,3234.474
58,3208.662
59,3225.796
60,3185.338
61,3205.253
62,3201.311
63,3204.992
64,3231.385
65,3225.134
66,3226.863
67,3249.672
68,3245.324
69,3228.797
70,3202.170
71,3181.028
72,3231.478
73,3239.990
74,3249.395
75,3208.180
76,3189.784
77,3230.865
78,3221.322
79,3222.959
80,3212.452
81,3252.820
82,3250.640
83,3228.605
84,3207.717
85,3231.783
86,3210.845
87,3237.654
88,3222.122
