 ,Value
1,4360.962
2,4350.495
3,4428.124
4,4472.160
5,4359.192
6,4433.908
7,4520.761
8,4302.103
9,4203.330
10,4174.611
11,4400.595
12,4350.555
13,4345.575
14,4447.815
15,4497.523
16,4377.615
17,4256.002
18,4304.784
19,4298.172
20,4213.699
21,4086.151
22,4033.524
23,4110.543
24,4209.053
25,4214.722
26,4287.568
27,4237.662
28,4363.217
29,4563.457
30,4525.046
31,4307.201
32,4268.685
33,4315.485
34,4247.919
35,4262.293
36,4305.123
37,4285.452
38,4326.414
39,4263.644
40,4202.659
41,4232.432
42,4263.868
43,4330.426
44,4470.638
45,4507.950
46,4475.267
47,4461.212
48,4287.788
49,4276.309
50,4283.053
51,4336.164
52,4575.854
53,4391.754
54,4368.660
55,4318.325
56,4273.316
57,4300.149
58,4326.276
59,4620.840
60,4591.671
61,4619.396
62,4451.899
63,4423.635
64,4435.435
65,4537.261
66,4433.014
67,4492.257
68,4462.211
69,4394.972
70,4506.507
