 ,Value
1,4412.833
2,4251.171
3,4040.653
4,4127.686
5,4356.347
6,4396.169
7,4371.025
8,4428.166
9,4591.970
10,4548.862
11,4661.446
12,4426.411
13,4286.479
14,4248.963
15,4105.112
16,4098.934
17,4275.868
18,4283.949
19,4161.709
20,4173.272
21,4107.022
22,4212.804
23,4262.140
24,4216.263
25,4209.176
26,4215.453
27,4448.933
28,4400.058
29,4496.927
30,4422.519
31,4494.414
32,4430.590
33,4376.119
34,4420.103
35,4498.780
36,4590.871
37,4562.266
38,4535.982
39,4605.859
40,4510.476
41,4564.307
42,4744.008
43,4540.098
44,4469.742
45,4445.994
46,4327.777
47,4433.116
48,4395.548
49,4450.129
50,4444.461
51,4380.193
52,4379.068
53,4455.267
54,4304.094
55,4345.977
56,4480.965
57,4482.314
58,4413.632
59,4413.455
60,4679.019
61,4631.026
62,4825.466
63,5055.469
64,4780.722
65,4676.279
66,4393.922
67,4244.099
68,4173.617
69,4180.969
70,4147.884
71,4218.179
72,4510.653
73,4511.146
