 ,Value
1,3629.715
2,3632.917
3,3580.546
4,3627.110
5,3581.297
6,3784.501
7,3651.662
8,3659.271
9,3733.261
10,3747.809
11,3787.473
12,3742.392
13,3582.234
14,3590.499
15,3630.021
16,3647.417
17,3612.462
18,3537.795
19,3563.489
20,3635.146
21,3688.691
22,3645.756
23,3609.927
24,3621.769
25,3571.461
26,3603.672
27,3615.992
28,3616.554
29,3548.009
30,3576.692
31,3569.058
32,3574.665
33,3555.359
34,3600.813
35,3556.808
36,3479.311
37,3563.099
38,3631.539
39,3625.637
40,3608.952
41,3630.940
42,3608.756
43,3617.032
44,3571.061
45,3596.928
46,3543.256
47,3584.883
48,3613.223
49,3639.696
50,3620.007
51,3583.641
52,3574.946
53,3671.638
54,3680.890
55,3664.113
56,3691.349
57,3711.964
58,3770.416
59,3777.482
60,3705.793
61,3825.888
62,3742.226
63,3771.851
64,3705.160
65,3669.434
66,3653.893
67,3675.073
68,3625.407
69,3639.934
70,3656.724
71,3709.403
72,3782.018
73,3723.571
74,3775.659
75,3761.324
76,3763.376
77,3789.443
78,3706.204
79,3693.433
80,3643.270
81,3591.948
82,3582.807
83,3607.087
84,3577.333
85,3585.124
86,3573.694
87,3601.907
88,3683.105
89,3629.043
90,3618.860
