 ,Value
1,3692.135
2,3622.649
3,3576.624
4,3662.672
5,3670.169
6,3710.387
7,3632.916
8,3634.964
9,3644.243
10,3635.918
11,3658.748
12,3652.282
13,3594.778
14,3595.768
15,3569.770
16,3532.106
17,3540.146
18,3559.752
19,3505.821
20,3565.467
21,3608.618
22,3564.383
23,3607.490
24,3569.480
25,3567.445
26,3573.607
27,3553.643
28,3514.241
29,3577.840
30,3526.905
31,3541.193
32,3459.003
33,3493.311
34,3510.055
35,3545.410
36,3501.342
37,3437.320
38,3401.934
39,3477.433
40,3454.074
41,3453.728
42,3424.882
43,3450.004
44,3466.336
45,3451.731
46,3462.069
47,3441.768
48,3444.388
49,3482.017
50,3457.966
51,3481.731
52,3525.338
53,3432.372
54,3410.452
55,3417.320
56,3455.490
57,3459.276
58,3480.493
59,3472.596
60,3464.067
61,3473.787
62,3551.446
63,3585.630
64,3486.977
65,3498.948
66,3568.495
67,3534.755
68,3542.854
69,3544.044
70,3544.568
71,3556.074
72,3645.364
73,3509.419
74,3480.948
75,3515.641
76,3561.970
