 ,Value
1,3636.827
2,3612.098
3,3608.392
4,3596.116
5,3574.320
6,3602.631
7,3575.616
8,3582.727
9,3540.705
10,3570.615
11,3550.021
12,3569.079
13,3693.523
14,3645.544
15,3611.887
16,3617.071
17,3724.359
18,3656.707
19,3597.033
20,3639.463
21,3650.955
22,3624.695
23,3564.042
24,3525.115
25,3608.581
26,3571.819
27,3511.028
28,3535.522
29,3427.334
30,3415.981
31,3479.838
32,3447.821
33,3525.742
34,3546.265
35,3506.435
36,3522.105
37,3543.804
38,3502.297
39,3487.096
40,3509.485
41,3513.561
42,3537.014
43,3476.650
44,3441.699
45,3459.289
46,3542.973
47,3544.693
48,3509.097
49,3483.293
50,3441.460
51,3487.602
52,3414.479
53,3453.671
54,3532.342
55,3532.598
56,3481.966
57,3437.130
58,3451.049
59,3492.449
60,3520.671
61,3471.047
62,3424.512
63,3397.098
64,3412.577
65,3400.922
66,3407.969
67,3473.331
68,3503.685
69,3527.619
70,3525.684
71,3509.670
72,3467.060
73,3473.078
74,3407.918
75,3473.543
76,3460.053
