 ,Value
1,3643.776
2,3738.818
3,3708.820
4,3748.190
5,3682.547
6,3566.044
7,3636.096
8,3641.415
9,3540.772
10,3599.014
11,3590.003
12,3540.112
13,3572.683
14,3579.195
15,3518.961
16,3525.389
17,3547.988
18,3539.369
19,3574.268
20,3570.868
21,3545.240
22,3547.483
23,3580.325
24,3633.423
25,3669.410
26,3575.650
27,3544.317
28,3499.519
29,3512.189
30,3520.110
31,3544.484
32,3499.891
33,3443.602
34,3511.289
35,3477.280
36,3528.759
37,3551.613
38,3501.594
39,3515.775
40,3510.271
41,3495.094
42,3487.223
43,3537.501
44,3517.505
45,3518.305
46,3501.793
47,3553.136
48,3451.146
49,3497.136
50,3514.174
51,3442.969
52,3487.666
53,3484.236
54,3467.587
55,3503.474
56,3510.355
57,3528.510
58,3521.719
59,3522.030
60,3491.470
61,3473.879
62,3518.761
63,3501.800
64,3473.974
65,3536.821
66,3522.695
67,3484.853
68,3553.412
69,3556.992
70,3549.152
71,3494.065
72,3491.114
73,3502.863
74,3510.573
75,3510.646
76,3544.317
