 ,Value
1,3369.206
2,3375.469
3,3354.700
4,3331.906
5,3357.748
6,3341.597
7,3326.867
8,3341.823
9,3383.915
10,3365.198
11,3361.560
12,3393.879
13,3351.071
14,3343.857
15,3405.109
16,3404.597
17,3348.688
18,3362.942
19,3363.044
20,3362.026
21,3410.697
22,3368.045
23,3350.863
24,3375.586
25,3381.446
26,3371.741
27,3353.265
28,3355.207
29,3375.545
30,3330.906
31,3347.954
32,3383.598
33,3361.553
34,3354.429
35,3355.937
36,3376.177
37,3388.259
38,3364.456
39,3382.358
40,3372.068
41,3385.034
42,3364.266
43,3356.051
44,3392.786
45,3420.341
46,3384.489
47,3412.876
48,3373.166
49,3364.613
50,3345.542
51,3402.534
52,3366.924
53,3418.577
54,3402.581
55,3373.505
56,3381.341
57,3401.482
58,3410.069
59,3388.495
60,3378.569
61,3366.703
62,3386.151
63,3393.687
64,3393.408
65,3362.266
66,3379.698
67,3376.355
68,3411.624
69,3373.571
70,3400.142
71,3398.610
72,3415.232
73,3362.395
74,3385.853
75,3429.824
76,3396.358
77,3397.470
78,3360.561
79,3411.612
80,3372.360
81,3384.004
82,3370.275
83,3401.400
84,3419.977
