 ,Value
1,3492.634
2,3463.896
3,3469.074
4,3398.106
5,3437.574
6,3446.542
7,3522.670
8,3471.412
9,3428.513
10,3474.108
11,3502.961
12,3486.530
13,3473.348
14,3480.487
15,3438.277
16,3471.838
17,3486.067
18,3483.732
19,3501.188
20,3498.000
21,3434.441
22,3446.524
23,3413.466
24,3423.468
25,3419.081
26,3447.436
27,3476.513
28,3409.037
29,3418.016
30,3405.544
31,3390.852
32,3413.103
33,3395.297
34,3394.326
35,3435.526
36,3457.579
37,3410.263
38,3409.427
39,3422.604
40,3427.881
41,3381.638
42,3373.271
43,3409.183
44,3429.945
45,3411.669
46,3415.929
47,3415.497
48,3472.256
49,3400.683
50,3440.815
51,3423.028
52,3443.709
53,3432.088
54,3491.945
55,3460.383
56,3479.566
57,3436.075
58,3471.374
59,3463.829
60,3488.571
61,3492.056
62,3444.688
63,3416.938
64,3457.592
65,3500.337
66,3490.236
67,3459.665
68,3478.656
69,3463.294
70,3445.573
71,3477.991
72,3484.255
73,3495.688
74,3464.298
75,3479.712
