X	Y
738.000	594.000
737.034	594.250
736.070	594.503
735.106	594.761
734.144	595.025
733.185	595.300
732.230	595.587
731.280	595.889
730.335	596.209
729.398	596.551
728.470	596.917
727.555	597.312
726.653	597.740
725.770	598.203
724.909	598.705
724.075	599.252
723.274	599.846
722.511	600.489
721.796	601.184
721.133	601.928
720.523	602.717
719.967	603.546
719.460	604.404
718.995	605.286
718.570	606.189
718.180	607.107
717.820	608.037
717.485	608.976
717.171	609.923
716.875	610.875
716.594	611.832
716.323	612.792
716.061	613.755
715.803	614.718
715.547	615.682
715.291	616.646
715.032	617.609
714.766	618.571
714.491	619.529
714.206	620.485
713.909	621.437
713.601	622.386
713.282	623.331
712.954	624.273
712.616	625.211
712.269	626.146
711.913	627.078
711.549	628.007
711.178	628.933
710.800	629.856
710.415	630.776
710.025	631.694
709.629	632.609
709.228	633.523
708.822	634.434
708.413	635.343
708.000	636.252
707.585	637.158
707.167	638.064
706.747	638.969
706.326	639.873
705.905	640.777
705.484	641.681
705.066	642.587
704.651	643.494
704.242	644.404
703.840	645.316
703.445	646.232
703.061	647.153
702.687	648.077
702.326	649.007
701.979	649.942
701.647	650.883
701.333	651.830
701.038	652.782
700.763	653.741
700.510	654.706
700.282	655.677
700.078	656.653
699.902	657.635
699.755	658.621
699.637	659.612
699.551	660.605
699.497	661.601
699.476	662.598
699.486	663.596
699.525	664.592
699.591	665.588
699.684	666.581
699.801	667.571
699.940	668.559
700.099	669.543
700.277	670.525
700.474	671.503
700.687	672.477
700.915	673.448
701.156	674.416
701.411	675.380
701.677	676.341
701.954	677.300
702.241	678.255
702.536	679.208
702.840	680.158
703.151	681.105
703.468	682.051
703.791	682.995
704.119	683.937
704.451	684.877
704.787	685.816
705.126	686.754
705.467	687.692
705.811	688.628
706.155	689.564
706.500	690.500
