 ,Value
1,3441.957
2,3440.700
3,3416.931
4,3420.015
5,3437.594
6,3448.875
7,3384.666
8,3323.465
9,3366.091
10,3378.870
11,3377.642
12,3389.356
13,3388.223
14,3376.646
15,3404.259
16,3355.574
17,3370.128
18,3344.324
19,3366.379
20,3400.180
21,3401.503
22,3344.881
23,3400.574
24,3415.470
25,3378.542
26,3414.538
27,3411.737
28,3417.239
29,3384.112
30,3430.759
31,3405.419
32,3396.690
33,3402.037
34,3429.502
35,3383.605
36,3383.456
37,3407.013
38,3387.089
39,3346.871
40,3397.049
41,3410.639
42,3390.838
43,3421.983
44,3386.691
45,3374.495
46,3388.872
47,3433.462
48,3430.249
49,3405.046
50,3445.647
51,3440.048
52,3381.610
53,3413.790
54,3395.824
55,3423.264
56,3442.293
57,3439.647
58,3442.076
59,3432.260
60,3451.302
61,3355.468
62,3419.774
63,3385.011
64,3355.747
65,3401.918
66,3420.775
67,3430.088
68,3435.429
69,3413.615
70,3421.990
71,3407.071
72,3372.967
