20210226_Oocyte1_before,20210226_Oocyte4_before,20210311_Oocyte1_before,20210315_Oocyte3_before,20210317_Oocyte3_before,20210326_Oocyte11_before,20210326_Oocyte1_before,20210326_Oocyte7_before,20210326_Oocyte9_before,20210329_Oocyte1_before,20210226_Oocyte1_after,20210226_Oocyte4_after,20210311_Oocyte1_after,20210315_Oocyte3_after,20210317_Oocyte3_after,20210326_Oocyte11_after,20210326_Oocyte1_after,20210326_Oocyte7_after,20210326_Oocyte9_after,20210329_Oocyte1_after
0.3945896768125113,0.31560512773691607,0.2579570047544837,0.6041947794195499,0.31884968931893753,0.3778153852357158,0.4973617934519303,1.0,0.8653265377432906,0.7080456745546044,0.30206249180194616,0.2840216706534904,0.26174000802433445,0.1260663868106564,0.22890017215454694,0.3779373794893902,1.0,0.5392757690407824,0.6066510646830828,0.5053919398807297
0.41081850254066693,0.3718173777274835,0.2647799948567378,0.5943180512596391,0.32607816389612154,0.3828210989136854,0.5409736819978135,0.968635523106835,1.0,0.6450624596695385,0.3064390979277166,0.27323632449722984,0.2845810820125878,0.2070155133890785,0.22525706440697002,0.41600617772324344,0.974609881690709,0.5343374605776696,0.8069609891183779,0.5639827297483523
0.4222960554788586,0.4129787308191574,0.24180846808727102,0.5501921053757965,0.35441262671365864,0.4497259158466251,0.5225755045985431,0.8546577737147532,0.9869781244635168,0.5964731932772191,0.25795372879821643,0.29052437774166767,0.32155046405045073,0.1491502759064283,0.27016434066053807,0.467795775081604,0.8164292953141002,0.5229070202960547,0.8503707163290329,0.6296371900601506
0.46844655532722695,0.4200259272774717,0.28063076370910406,0.5095990736589793,0.4216641575741506,0.4958449829933711,0.5132518928701554,0.805068530850027,0.9759688711485689,0.5273974173218715,0.29643239168869734,0.2832179130430738,0.3045588471823801,0.20716044889806678,0.2522219766330559,0.5197426580317509,0.7697457442063155,0.5129503373628704,0.704664350059777,0.6543743616410177
0.4713751223213795,0.35037970702349264,0.27431509902180007,0.4815438604000478,0.37235157265252883,0.48746161054133424,0.5235260437312061,0.8015752674334766,0.9267893486688595,0.5304464274990689,0.3130335662966227,0.35809464696269117,0.28697335885566644,0.16931747012424214,0.28089442536804676,0.4716975947622001,0.6544954357884205,0.4887419051909919,0.7948698748879988,0.6522413652323018
0.42838811797698845,0.34020896775046444,0.22949170847317443,0.5093025521686335,0.3625119369768003,0.4842902343878973,0.5207320832982987,0.7197038007443024,0.9046852807541759,0.504484801898957,0.32386238723634597,0.507233237324109,0.28712094298303725,0.1301774772334877,0.28019397739265267,0.40255257460406163,0.6318134225707777,0.4406480189770011,0.678026332154724,0.6144483647266281
0.40560541210971585,0.3534534229219366,0.20179370104391434,0.5164334293766346,0.41082514709653006,0.48225750323814043,0.4720712063518756,0.6534655348580376,0.8302469629883961,0.4985527437816025,0.3669439687263874,0.5041094505157299,0.3181896111379178,0.12719519110328698,0.2739529859318916,0.3975620733273012,0.740337327990533,0.38289871514414653,0.5644965187439557,0.5985504505937005
0.465126291939317,0.32338503907956706,0.22811721597360957,0.5192265886005085,0.5173154302796434,0.4823241214215736,0.4587564513739571,0.45019231672254967,0.8530482173720317,0.44880447137206003,0.4021415626091149,0.4541951149204841,0.30820691471404893,0.2062432292900907,0.3655809204197707,0.41859949498059973,0.5718114442169541,0.3673089136535614,0.5856962639002762,0.5944133830125242
0.5124143638685313,0.32321914136990615,0.27962031336562093,0.5843337531003814,0.4912280465621172,0.45408736156639207,0.47006682602411165,0.4389564551668139,0.8880825274472322,0.4616485291050809,0.3913607753372981,0.5096857731997109,0.27024244448804213,0.1799908595416225,0.35834762766053535,0.47072829861522364,0.6059977715523923,0.35852472275448805,0.5695362809575422,0.6142735994063708
0.5254350308779134,0.2781036048477844,0.3278591660914333,0.586095704634183,0.6135690197849293,0.5011273958806004,0.47166040047567,0.37734258767782064,0.874919889797065,0.4415277915776345,0.35100787567408803,0.46949498683069624,0.29397609313884016,0.20389358136700644,0.3840089283768596,0.4382639839682394,0.6131945001763721,0.3641876964331272,0.5612310168110529,0.6290169164234992
0.5806012472649361,0.24053353394667457,0.36804521963643383,0.6389162350725505,0.6594635409901813,0.526161807970749,0.41543525002702636,0.36455713658202266,0.822676169305358,0.44296685886986253,0.4072682329337298,0.40707562411807513,0.31019355614117905,0.1817004637936283,0.37603705214134764,0.3245000734315265,0.5194055979947696,0.3615468752544471,0.510375234473953,0.6534081386204139
0.6261219957846855,0.22671477316224356,0.3906797740511685,0.6009857016379926,0.7030975235021321,0.550658307448176,0.47921666606607305,0.41703752003856426,0.7588353066709648,0.3628485889388352,0.3588539905817065,0.3062049157652726,0.33719703276367613,0.2139671282033917,0.4388913620755678,0.2813175984574641,0.5302809449065784,0.37996205685500756,0.48968314605030383,0.6522012551588003
0.6085881109202005,0.2798847010917854,0.34439414750894803,0.5390214396582987,0.9030202654366396,0.536199239793028,0.6121319864025652,0.33022840842829293,0.7711853881197875,0.3734527024002288,0.26917975122254933,0.3839253127273825,0.35472772937843206,0.21999200209891934,0.4082008448959136,0.24498273174752777,0.5929387699491786,0.3892225726429386,0.5564323915454844,0.6492968560864888
