20201119_Oocyte3_before_red,20201119_Oocyte5_before_red,20201119_Oocyte7_before_red,20201120_Oocyte3_before_red,20201124_Oocyte1_before_red,20201126_Oocyte1_before_red,20201126_Oocyte3_before_red,20201127_Oocyte1_before_red,20201130_Oocyte3_before_red,20220728_Exp4_position2_before_red,20220728_Exp6_position1_before_red,20220729_Exp2_position3_before_red,20220729_Exp5_position1_before_red,20220729_Exp7_position3_before_red,20201119_Oocyte3_before_green,20201119_Oocyte5_before_green,20201119_Oocyte7_before_green,20201120_Oocyte3_before_green,20201124_Oocyte1_before_green,20201126_Oocyte1_before_green,20201126_Oocyte3_before_green,20201127_Oocyte1_before_green,20201130_Oocyte3_before_green,20220728_Exp4_position2_before_green,20220728_Exp6_position1_before_green,20220729_Exp2_position3_before_green,20220729_Exp5_position1_before_green,20220729_Exp7_position3_before_green
0.3059202389456434,0.5507245862296669,0.3441165273651452,0.22686931336667288,0.5213821379585509,0.5478356321290507,0.5547997265132872,0.6999266801086464,0.4469368830391869,0.3871928613433566,0.5952994412494689,0.5882227179773192,0.5112745417587687,0.8277466449479722,0.018734597574736424,0.3094959084879686,0.023910265722813673,0.06453385289115479,0.11063696886857652,0.23809436593553526,0.19181455640781347,0.1999343959373602,0.23106982543370078,0.1433169870081576,0.34229386222308705,0.08752816535744408,0.3516899710796789,0.26211021753984726
0.23295581956090092,0.662856169100888,0.4858310360857583,0.2256735488317083,0.47670889851057874,0.5395822396156476,0.6870069516990537,0.8077085867590938,0.6708046664672456,0.23072153614072935,0.5266965756635978,0.45955103179029566,0.6263963542191371,0.7543488038510167,0.08348621445662965,0.3069302228490705,0.03281336670276565,0.013793826395151627,0.18089124501429973,0.2434773356218805,0.10789295958379466,0.22612469263133245,0.2556435645715018,0.021212262068003702,0.3641439323979612,0.0689521296106632,0.22417099572934235,0.30982192947190257
0.2949623988884967,0.5597703761032105,0.46680198267929546,0.15089542648003776,0.7522740309759892,0.5867767543231679,0.585724895967459,0.7274966256186364,0.8719862399042786,0.16439748408376198,0.4785855309850625,0.25166852574827997,0.6849232264449492,0.7626300690459984,0.17274453623938682,0.2124394335832013,0.0409818339100345,0.07022434848931201,0.18954401258720113,0.18852080842227179,0.17437165584296097,0.2174766656454462,0.17843275890344606,0.0,0.3223507338725845,0.04700816021265112,0.3385044612771921,0.2509756503953812
0.45570975132176056,0.5462726943531265,0.46448145972945704,0.316626155952281,0.8349398092111187,0.7040710160836153,0.4232606002130976,0.7844661812001132,0.7519234220759801,0.28181330060596893,0.6269404644640686,0.5565672058003359,0.5087262879052765,0.7500075974910051,0.1558731400788697,0.2409833766101803,0.012916347499934077,0.0784352176341199,0.20048315640617742,0.1420809207215553,0.06653433413023885,0.19698060910725548,0.16803676177505233,0.019369233272131064,0.3215194652952688,0.18862333925619634,0.27244405593059157,0.3339819835243871
0.3763347643255274,0.5633933072515425,0.4707447673450964,0.33423108801534773,0.8776436323774187,0.39994909241317844,0.4420819002467628,0.6909516588625416,0.5686868082560581,0.2911073611004572,0.6209701354507647,0.5205289087190945,0.47164623125107424,0.8110899056695516,0.12735256017234006,0.26705440954439474,0.03055663778758004,0.011324962813419796,0.25008041200811015,0.19882101451360953,0.0669469103434226,0.18842962480571435,0.25360389860753135,0.05338043554047423,0.32417571964003755,0.1485868493385602,0.2345337897943227,0.36097000973739574
0.29087748256339496,0.5833167659526127,0.4236436992923651,0.27117965337728944,0.8441675857723776,0.4322658648721745,0.4618836570865337,0.6318641582376565,0.5564373317379598,0.26722661143923737,0.6502367915073369,0.49053727458635404,0.465933401681848,0.82991952737528,0.08223851363763236,0.2684692366229259,0.017195382868010145,0.030757774841809846,0.17136063339154498,0.2357543614526344,0.11291063958728668,0.2007508376949075,0.19839607098211318,0.17928277593139164,0.31595816143294303,0.15151890473082735,0.20320472583458832,0.342490358143566
0.26512193486789326,0.4509777121393933,0.503932262921181,0.2743646336807008,0.5740002122563252,0.513326651712563,0.41430807514637424,0.6117595107563613,0.8381723003290465,0.3105711948045307,0.43172619073222585,0.475023238520172,0.5369052345875099,0.8852429373723626,0.09477397052754127,0.318314003253771,0.0062402599117778665,0.0538215875551925,0.10333674060423788,0.22674059092308518,0.2050135713607054,0.2342698620710673,0.19885005414129306,0.10119227461826287,0.3079747633884732,0.029692122274569698,0.1959765710742874,0.43034704568627247
0.3045054292167457,0.612252288073616,0.39487533645669753,0.2907235120461174,0.5280400009135084,0.43248858556451675,0.4173691827675607,0.6203579343786969,0.6349596171103798,0.4083314157142513,0.5996524477058538,0.5609825246328318,0.4484926782147992,0.8686773679859967,0.08246634428431332,0.3611895592167533,0.05265343115243382,0.0,0.10837174549117258,0.17077148630840078,0.1703460418790537,0.2606366000093034,0.2072400539132153,0.16595393590071292,0.28946440253302735,0.170495091010428,0.23011294713858269,0.4029050152939789
0.3409136619298289,0.6200963511527345,0.39625655456863695,0.31408934707903746,0.5192824124140395,0.6681748039262482,0.3430817926568121,0.5950659045841594,0.7410320071791806,0.6221651197872741,0.5411234369824892,0.5372513478341715,0.43205940394564624,0.9429929859963049,0.13630356107650557,0.26218700678476387,0.09997870387490426,0.0194282936104146,0.11700336019540275,0.1395577627010438,0.11692940581321595,0.27376864061645356,0.14841122185548805,0.08502800567085793,0.2942822478790208,0.13473878268491468,0.19370260976051235,0.4330129826851668
0.37695894508827626,0.4453400691569809,0.43535344453223235,0.3560454092513436,0.532467829061115,0.5729362541561276,0.48526364743814454,0.556263018446618,0.5152856715524975,0.35693922425915925,0.5497649290485759,0.6600483361219566,0.49520869013825836,1.0,0.1031679195364181,0.3150745904346204,0.11403497186930453,0.06675420348424223,0.13718319690769928,0.241066686203044,0.11906418812790559,0.23026544783193814,0.20828052249334505,0.07102981848606665,0.2770670854230906,0.25397411407148374,0.23416410260359877,0.41098537250507866
