20190531_Oocyte6_before,20190712_Oocyte6_before,20190712_Oocyte8_before,20201113_Oocyte1_before,20201113_Oocyte5_before,20201116_Oocyte3_before,20201117_Oocyte1_before,20201117_Oocyte7_before,20201130_Oocyte3_before,20201204_Oocyte1_before,20201204_Oocyte6_before,20190531_Oocyte6_after,20190712_Oocyte6_after,20190712_Oocyte8_after,20201113_Oocyte1_after,20201113_Oocyte5_after,20201116_Oocyte3_after,20201117_Oocyte1_after,20201117_Oocyte7_after,20201130_Oocyte3_after,20201204_Oocyte1_after,20201204_Oocyte6_after
0.03179964895991779,0.034136693124882336,0.05299893142246567,0.2636278557588713,0.30658358015059345,0.012929826136864997,0.15725915649362565,0.13019203528550544,0.10793553986535605,0.4340485366583589,0.38502235278779295,0.3104949040984287,0.20118523488056822,0.0,0.8165922463234555,0.5079773408863708,0.3373085599442187,0.4077644571315917,0.4157585384529311,0.49729140638231617,0.27087242864271793,0.5270522523617468
0.09368820356563047,0.0889155288486374,0.0,0.28741469674702336,0.3056663517881385,0.0,0.05871442209207888,0.11903947059464523,0.2141399451103656,0.49479017935672803,0.38027764002324815,0.22718234028241152,0.06285658378408569,0.20441125973660482,0.8560266967500497,0.5874521826057979,0.3590385956277426,0.2843031334978713,0.47252139686830097,0.4924117651390379,0.25533862750050856,0.5341886834328324
0.12854940765192155,0.006777406635789919,0.17757244327110425,0.30464416757614815,0.3235733170595336,0.04874414827366756,0.12227619939513984,0.1253731205848999,0.1694353873941497,0.3481144812681764,0.28277951950949365,0.20086401192036313,0.12977203796106063,0.2150921572727956,0.8964568711030646,0.5249076974341884,0.3084172101226362,0.1960518661252507,0.4172592262681802,0.4689732871551054,0.3109495616602082,0.4764115984839379
0.11966482768172507,0.0,0.24822678986737073,0.30085236705581725,0.3189250522107578,0.01240195064051762,0.18037184237320739,0.0,0.08858905491309156,0.39692071157857256,0.3355050487204262,0.34267291628142577,0.18554237074929783,0.09219858156028425,0.8776691683611085,0.5473108963678772,0.27303556047742095,0.20677065918837922,0.5337775427772814,0.5761339397703032,0.3347880998293466,0.45861279511097686
0.05130691042835284,0.08899085728060045,0.22456471179835308,0.3191725146649447,0.30372500689748416,0.02688416802995451,0.14001201248451176,0.07897341770015036,0.0844587272172833,0.3734531024761786,0.26400171560235547,0.25538868476696597,0.2886410331670095,0.06766633877834562,0.7954118338478586,0.735186937687437,0.24463311595094558,0.2869161533718972,0.4555355415091567,0.6745220381584023,0.25654737334968,0.4390345077223271
0.08226700419863082,0.15647221887429238,0.10332516185806831,0.3930618386414806,0.3077794486032367,0.03982648826140767,0.12715078693876863,0.20220718570777463,0.11214093030892995,0.3458573872995055,0.14493671888612603,0.30035133983486195,0.1882371028834193,0.17373950176465955,0.7863354792512486,0.6875574808397202,0.4979598867970957,0.3452259237856319,0.5413928752432582,0.44384362566180796,0.2768804253405373,0.5108928993699811
0.06689254292033561,0.20681098159403644,0.12249921428122436,0.36466011093100514,0.35356686722662645,0.02410110846045427,0.2648404866115264,0.2589905754919824,0.1339297694166217,0.2682926272071203,0.23493760836746042,0.3754029956343815,0.11607474806770354,0.2403627942281331,0.6963096066417628,0.4057500833055645,0.4657872933841927,0.4575297298655415,0.5279722504393464,0.563274563274563,0.2874326164234187,0.5178457014297965
0.11687941952709621,0.07464186711203713,0.08094034823056126,0.25817166986327666,0.3861056347421254,0.03570109440459788,0.257480192260269,0.12217176515003922,0.12207454669137463,0.28904167171162193,0.35310215754054747,0.2372053073486569,0.1116804338406916,0.16487618988606603,0.7463781724345249,0.3068203932022659,0.3640982732455602,0.3465788186908226,0.35252780331336014,0.5572903754721943,0.3403808596758196,0.5253467483793749
0.08720088709008642,0.13496057094647015,0.15059148909422385,0.32601428737546895,0.37293189670766164,0.023001628136701122,0.29643755701769703,0.18636155058555948,0.07114259576364627,0.2954371520408654,0.3312452860535417,0.33487161758360734,0.17400869358603394,0.02663382619853574,0.8844136104787447,0.6744765078307229,0.39967023501907206,0.38486767721473725,0.4147580799094317,0.5726165726165724,0.4210649531472366,0.3941867546676779
0.06964717308430515,0.060587733948587894,0.1521176692438246,0.35158880154446015,0.34911593437614763,0.006115078419965668,0.27649441207663195,0.1274848488103886,0.0883357181393823,0.31193015801942336,0.24175006061876245,0.4520786936911584,0.23975568507414666,0.12496675935320858,0.8505279228280179,0.7868603798733751,0.33668512366186754,0.4314517142144803,0.44212149866934625,0.3719990083626453,0.3633026731642405,0.42719638131951343
