20220727_Exp3_position1_before_red,20220727_Exp3_position2_before_red,20220727_Exp5_position1_before_red,20220727_Exp5_position3_before_red,20220727_Exp7_position1_before_red,20220727_Exp7_position3_before_red,20220728_Exp2_position1_before_red,20220728_Exp4_position1_before_red,20220728_Exp4_position3_before_red,20220728_Exp6_position2_before_red,20220729_Exp7_position1_before_red,20220727_Exp3_position1_before_green,20220727_Exp3_position2_before_green,20220727_Exp5_position1_before_green,20220727_Exp5_position3_before_green,20220727_Exp7_position1_before_green,20220727_Exp7_position3_before_green,20220728_Exp2_position1_before_green,20220728_Exp4_position1_before_green,20220728_Exp4_position3_before_green,20220728_Exp6_position2_before_green,20220729_Exp7_position1_before_green
0.42454236055387007,0.48866938619588757,0.6703268060584232,0.4651265274803898,0.30392745797522613,0.5953434255077821,0.49466093793193927,0.5279212446612226,0.2943041429759218,0.8023110032642916,0.5681118059047231,0.3714543871286507,0.188956150113329,0.08901440577860505,0.19846766293114634,0.0528823411798547,0.17647930108854057,0.3108886306001689,0.10569640962589114,0.08872354093988088,0.38313695857396135,0.4227035246412975
0.3105702754730557,0.497820511071394,0.5807063105415804,0.39618317840348716,0.4797821322979129,0.33798879174322294,0.590178374807311,0.28801624137336634,0.23433051423964216,0.721298783834532,0.4926279486434997,0.1464541823968898,0.18727926560178026,0.0,0.2789710426423087,0.06119945966770468,0.17277893702884625,0.40989979571710333,0.06559844526191533,0.13799939824189061,0.2620446558086669,0.371027955396133
0.2933991612084606,0.6111300598933104,0.6226044016454033,0.35656330521611546,0.4122941549572288,0.32131452176569836,0.6689359827950547,0.3032106079661899,0.17727956059091834,0.6593292313025384,0.5836313549419652,0.2583305353326065,0.3245243287637158,0.15596755871158174,0.2894036947481869,0.16066839299908817,0.1408996769977153,0.3439987496477883,0.0,0.10793426199247023,0.22529058510538139,0.41060950171553395
0.45433487625650726,0.5465912656725372,0.5834217959168191,0.36597833920044687,0.39971608737528497,0.4305887473789506,0.7662385733763767,0.3271193906931311,0.2640905693337472,0.8619811075483137,0.6902569949507474,0.39252810967070884,0.14449726702134227,0.20183477934221308,0.26345702642045093,0.09397295412539798,0.054749276947823236,0.34519627007607767,0.051758499995042125,0.06705862262447847,0.2596542492511667,0.4563440619151597
0.5493412600846692,0.6677592534482991,0.3883428430610586,0.3788617970479509,0.5933606059487408,0.40169337591187426,0.6195607865921375,0.403946704801548,0.3016612216445927,0.6409914204003807,0.5590790955250734,0.14103015562343482,0.20652698347346668,0.18796305096558977,0.23995288601473416,0.0,0.1750786717148226,0.28183555226824475,0.09829752213617794,0.09316679271059473,0.30087097037528526,0.5001705786026199
0.6245558001921083,0.8459316206666021,0.5028955699201946,0.484900172643519,0.5230368583020948,0.4092729700206324,0.5748991458437779,0.4337289401610094,0.32897731567410543,0.7188433428662206,0.6095043517056283,0.1117125675273589,0.3335113146817453,0.08702755789692851,0.2843412064275857,0.10664491682881422,0.034043869063240535,0.3376611369399835,0.08423348834442232,0.15081196685451315,0.24851855495527925,0.5495579577354964
0.532691920010435,0.7290202873241732,0.6316891930316748,0.6366501972698465,0.4543843693683113,0.3674031414927314,0.4791333805001249,0.39059736843785425,0.23163879767193737,0.4961377357945505,0.5480068550871411,0.1724605754873295,0.26964388719842275,0.1453182350997726,0.33835240732456356,0.08159115181484351,0.23573190030845015,0.3161762116089039,0.08000753572030542,0.1792474770884668,0.22312205516355063,0.437005322052402
0.3240692062312488,0.6421749866979539,0.619263359429795,0.5866250524929617,0.3868057816154824,0.3575299982003167,0.6733637262389475,0.3995735362653787,0.047060947853764974,0.46170956466475976,0.5827850916018096,0.18180726279095755,0.232793170662669,0.09905500264762222,0.28519439237870825,0.06660765925904255,0.22291575175338452,0.36624093054381496,0.12949937037073792,0.09727175884137197,0.2515117960912044,0.4447252222395514
0.35222524833684504,0.6491773196720195,0.4337004530548026,0.4771389909945409,0.5149389722094506,0.3359296198484073,0.6446419618886092,0.25675925866813243,0.16764229144445675,0.4515122627610716,0.6409506476216105,0.28712946963554997,0.27757799550114604,0.09743927441582645,0.34729387159551445,0.09865453357326438,0.2932590488713107,0.3635443082558467,0.12680634190356257,0.10035536255926082,0.3080568422771237,0.5011648081721779
0.402276042263709,0.66273517333588,0.5778249578223029,0.5322086446187577,0.45009883246805976,0.5632295516278762,0.4944360366776473,0.30921812853923336,0.23031603524007183,0.41408556489586046,0.6186043382503943,0.3547018696104359,0.2735080123772085,0.13380221133001172,0.27252118336136344,0.09745244051711861,0.214829001083604,0.3521634615384614,0.05002330124041906,0.06453123856456273,0.26363546927950837,0.49120058094198354
0.5568279291493898,0.6522981841003044,0.8161952874718013,0.41784397795554895,0.48026874377053336,0.42428148712389757,0.6296298031645482,0.13459782809936388,0.08601735128370916,0.5459398561400475,0.686719685005913,0.2603996909915296,0.2985347631883109,0.19360678515340377,0.3616508015606504,0.1955559131762079,0.12234848386417822,0.35046403916596225,0.068333118499202,0.11878542444276424,0.2860471006377907,0.48857854413599583
