20220728_Exp4_position2_after_red,20220728_Exp6_position1_after_red,20220729_Exp2_position3_after_red,20220729_Exp5_position1_after_red,20220729_Exp7_position3_after_red,20220728_Exp4_position2_after_green,20220728_Exp6_position1_after_green,20220729_Exp2_position3_after_green,20220729_Exp5_position1_after_green,20220729_Exp7_position3_after_green
0.16322030372373636,0.3828739853708211,0.34158606770687017,0.30083938894534107,0.8878658220745024,0.02466704040970324,0.3275724564647728,0.3943778924935976,0.25129672603370284,0.3726401879494148
0.17645100894528948,0.44235054473627333,0.15146987789397914,0.2990589963196679,0.8002681616091847,0.11396637322787742,0.23941526515516678,0.22622856578771605,0.23411777546826804,0.33933618075386157
0.33422092781360496,0.5512669362056722,0.30724585584674796,0.25058279039185793,0.6948676997453267,0.06718788668515233,0.3025380577197794,0.2682492030218388,0.19565495935422247,0.24898628224851194
0.3502142708550032,0.7778432764420846,0.44436705945788046,0.28668590800023847,0.8479383390167041,0.029654489714491604,0.36318063504027026,0.3198364815664319,0.24071174005685114,0.2784197307565648
0.3273725816517588,0.7882935711860739,0.2918075510272857,0.4397356309079576,0.697937799456122,0.07775117804815276,0.37180661332304965,0.25074762067904166,0.21974345467746684,0.3460598941310047
0.441472852090702,0.5671028671954561,0.31840801608609137,0.38146513077560174,0.6326158976129838,0.1643105703621778,0.31447464133283043,0.2952506489057157,0.1879695144810951,0.321364500955967
0.44660287081339684,0.5208234313755743,0.4001939617243868,0.18703942480936536,0.7537094790003018,0.09745349677015393,0.35549897899266447,0.3006393245573789,0.19747725687276585,0.3271199602868387
0.32322862492198934,0.5326070183019044,0.3705268045367578,0.19729055836870021,0.9196162645141789,0.05408162749940696,0.37752951280860236,0.38476479708268163,0.1994158207694454,0.31154925562398333
0.4478219263573957,0.6025215271133602,0.331169049999439,0.18264608185536527,1.0,0.16621716490653984,0.35056922254454304,0.31981035113493134,0.24970458848820407,0.24294575319843284
0.3406864988558354,0.5191938520416038,0.26854337740533063,0.3413059628209615,0.9411851987741173,0.0931024207437496,0.23950728727553153,0.3103424247879077,0.27669262491517277,0.32158813323568897
0.3848720615768668,0.6402148081849326,0.3295102653680965,0.2425005763861025,0.909566948676997,0.08184719970504616,0.3949085475403803,0.232226951507725,0.22089900010914748,0.32781543210179986
0.3371791137923869,0.5730224375790866,0.3108779576354638,0.20325935666771944,0.8055801355376174,0.18911145118360415,0.3094879188101977,0.23461353091810666,0.145684144587918,0.25822155815176584
0.27614728520907145,0.3741890682386343,0.31587677813849124,0.3451101110930843,0.8430957827944914,0.15187098794426254,0.37685687492879244,0.36007734607724157,0.1759134029033374,0.2663460451491451
0.35501560224672357,0.47881238233387785,0.3138435500237763,0.39108010485957456,0.7591266672421971,0.07669055591751424,0.4719858373574746,0.3081735989733632,0.2579239095874669,0.21885244693034042
