20210525_Oocyte4_position1_before_green,20210525_Oocyte4_position2_before_green,20210525_Oocyte4_position3_before_green,20210526_Oocyte1_position1_before_green,20210526_Oocyte1_position3_before_green,20210526_Oocyte1_position4_before_green,20210526_Oocyte4_position6_before_green,20210528_Exp4_position3_before_green,20210528_Exp4_position7_before_green,20210622_Exp3_position1_before_green,20210622_Exp3_position6_before_green,20210714_Exp1_position1_before_green,20210714_Exp3_position1_before_green,20210714_Exp3_position6_before_green,20210525_Oocyte4_position1_after_green,20210525_Oocyte4_position2_after_green,20210525_Oocyte4_position3_after_green,20210526_Oocyte1_position1_after_green,20210526_Oocyte1_position3_after_green,20210526_Oocyte1_position4_after_green,20210526_Oocyte4_position6_after_green,20210528_Exp4_position3_after_green,20210528_Exp4_position7_after_green,20210622_Exp3_position1_after_green,20210622_Exp3_position6_after_green,20210714_Exp1_position1_after_green,20210714_Exp3_position1_after_green,20210714_Exp3_position6_after_green
0.42153873454329227,0.27654462491082016,0.22648399514269532,0.09979095643507807,0.09243083433127358,0.05788934681088006,0.054306822726204455,0.04388708445117374,0.05706755567050806,0.1788323890747563,0.08564736992071552,0.14827070165152753,0.14656320769359735,0.1686816442970854,0.7571903523549575,0.053495880387049846,0.42898671456711696,0.7500712072432871,0.5475789029980506,0.7275099271549503,0.2648950240018149,0.2605435067113472,0.29495231834107816,0.21304093664002996,0.15927364630128193,0.1206007637755463,0.4155344929785207,0.08429621617172874
0.502669590646781,0.282257134789503,0.2517959269924153,0.05076902509130468,0.054373828334512084,0.11746516369704398,0.13493529355986425,0.016531246620313512,0.0703193002700832,0.20547858112741438,0.10050700505195923,0.1615876865854778,0.12499789620400407,0.1590658521999951,0.5453128177319867,0.1319906971907224,0.3122727548833293,0.7656623568302852,0.584899391725357,0.8558801421482006,0.29849631839208424,0.2621812524653738,0.2132503712083717,0.2861015061021677,0.14485254869263306,0.09579030313332311,0.3833111132554416,0.0
0.2741938771472731,0.23672413706682124,0.232591656303833,0.05051865896122407,0.13532811193498548,0.0864904010501176,0.0,0.03145245413220104,0.08494384453541177,0.19252754438923594,0.11796875353343157,0.30934080790719964,0.1272849562067592,0.1390284114872897,0.673220659543409,0.3412070016875524,0.2778833554612593,0.6718166046660163,0.5710507520007492,0.6910264028870408,0.29825324625949434,0.2501631294307609,0.43614689471221746,0.3190912650486134,0.13490557583738866,0.11600399318335337,0.3850657445170236,0.1103594533980382
0.22837259883720212,0.2923471749057243,0.2436725039365786,0.08727872677884527,0.08819987152646917,0.09939513077072319,0.034951921953739896,0.09822721262633491,0.10450375281647732,0.1526922236040642,0.08584260380185921,0.25541607658047183,0.16485968771563908,0.10014146212508013,0.6176155986463281,0.13776950021035309,0.1914629595883342,0.7058579825477516,0.6728182025747755,0.6880590788702132,0.22341819251562223,0.1985561662924826,0.2783664123745146,0.2897624391759362,0.17906109615407073,0.16544628721821178,0.3912138464234863,0.09732636510871194
0.23268063350770862,0.2726449472106612,0.27558289114788376,0.06887013168529241,0.08140912777644438,0.025504572942140945,0.07288389945456113,0.1369387975816269,0.051493043984302274,0.25472340132903365,0.1015675999197958,0.24677070031295764,0.1356209751265862,0.1427657560757076,0.7089868451724585,0.10236162780254268,0.26075200236031243,0.6901287340646819,0.5764368219845328,0.6440470521564258,0.24671572153157903,0.22513796878974543,0.24764073949822518,0.24719616461422775,0.18990549141994012,0.20068339328390308,0.3582460776803419,0.13986761157046645
0.22913876475828596,0.18015040659236026,0.27391964413525255,0.019219854277189707,0.13982468549919125,0.06550795583196715,0.14882893505444095,0.05790035549942608,0.06641664469855582,0.247916695049568,0.04639480662800164,0.18617989129028303,0.14058531033016816,0.14700558381883166,0.6969297687283121,0.17067913343953398,0.2203004191289411,0.8057606659819265,0.46975897336822564,0.6272151624747636,0.3416808874251934,0.24941199674109757,0.14627189452416822,0.3147924490842612,0.16508806038574855,0.08373296378620587,0.33260798071677905,0.21643333107983012
0.36717332735428126,0.2190703261928352,0.2410208519369331,0.03348160842008074,0.1508321425497604,0.06035544506677311,0.18344897625437884,0.04160372454550848,0.04217628538316516,0.20292249813646018,0.1177501518904518,0.27651550643896694,0.2047289593908155,0.12475977336462597,0.8310075007480915,0.14749301580248547,0.23109537569746355,0.9547132721670303,0.43910081903390275,0.6980019755923824,0.39395261464590575,0.26720969412770895,0.25939454297366843,0.42084461577206816,0.17509087862978742,0.13417211311714616,0.3424484884767398,0.18769822257363816
0.1058040365793274,0.1266125434620249,0.2710050666710811,0.14088928590961322,0.1727216610134133,0.03871205708839822,0.17208944701657758,0.07040214346268285,0.043223915562872556,0.12449940671627019,0.08426038018594705,0.2392149198776725,0.17701121338849518,0.09540789591401146,0.7590072626815884,0.2194148873310682,0.2830482735879346,0.9114074003745928,0.493505980294009,0.6006607608785481,0.22712784721607646,0.19372587619858642,0.2491345993281387,0.39387154472441444,0.17220899682200777,0.1487763313132125,0.4187739637139888,0.2463118476474895
0.19129688269987788,0.2756323609758218,0.19215177226370062,0.06538323640761066,0.09702829438563819,0.04426895111226714,0.11184175266019947,0.1282772058233525,0.06719754885624891,0.12330635173648209,0.12350766688727825,0.25948800596823685,0.1824280984863264,0.13050906857650638,0.5788223312992979,0.32489163267139115,0.4902177214311134,0.8582857179847913,0.5165167934149442,0.38064785262553047,0.2567115955379435,0.14870491821409187,0.1977822274307565,0.39624200578322666,0.14135636760811562,0.18597833712436002,0.3609892890691001,0.18998797804891673
0.1989321637412874,0.09341682943170646,0.22106578297742638,0.03173390698776758,0.14059130882836576,0.05050526586600239,0.11906960700646295,0.21129103157630333,0.06918213967739202,0.20989593368716294,0.11836223649079516,0.21977174707455557,0.19711851633449531,0.1501106202875388,0.6272060415988155,0.31223262695640264,0.47758658093180284,0.8168894949895992,0.5722011462961986,0.48017717364355106,0.1966328900279344,0.24107949287944636,0.1959438621617185,0.4557167726434636,0.1726064081934277,0.183627372033023,0.38644424270232886,0.15087695577156518
0.4314725133479534,0.28755194140124424,0.33208752107055495,0.1062518610346445,0.18064552534217332,0.05897315079942126,0.13952321859741532,0.1469008055428604,0.07886261558127597,0.24016800082521242,0.07677817360588687,0.19076493910845876,0.1969514593487394,0.19093216342877833,0.6426489527553723,0.315428104127176,0.264597922578294,0.8326068755987882,0.6228814303528459,0.35672232694873246,0.1486292601507547,0.26242548579391495,0.2815497028076437,0.42130326643835225,0.20405905065436497,0.14669186655391975,0.32064458575144866,0.18715885141867816
0.3481798463591535,0.3304483961029957,0.21699238587330694,0.0008422511075057711,0.18697857501537513,0.10054573972642694,0.1714600416946669,0.14700808333827556,0.03820523852394168,0.19574989571311155,0.16560883572764953,0.19619060877262978,0.22731905328556823,0.15646868023169402,0.722960026319575,0.3573474703260243,0.2829927368338849,0.7843348380358882,0.5501504586941124,0.4812003888217676,0.3476355314117759,0.20141876523002172,0.12270561634129154,0.4386685711239422,0.10135158828181894,0.13287130338829908,0.3720133359853011,0.12400539665090166
0.19312656845194928,0.25032121381227773,0.2329967562788061,0.032394460345529556,0.177047240526502,0.11161333285006333,0.23215917633106145,0.1918353748094291,0.0,0.20525930294189612,0.07158676148450102,0.20977084577087793,0.21589372682318084,0.1749435126868588,0.8284449793593037,0.19070522668507037,0.21331667230711882,0.6761268006801369,0.5902034997746047,0.4768812401367955,0.31331748586130487,0.32524690607062673,0.23721982606236308,0.46887333704665735,0.031431862781385794,0.13612116689691325,0.17654229330896612,0.1436681941501012
0.22654291308513072,0.31945110449097874,0.2786123767780332,0.06729744347012354,0.1848080905265305,0.09710954806439752,0.14079989445779742,0.18656829670770556,0.052499017652412994,0.2942019084987167,0.02947277806505864,0.11714449147286404,0.2556227454319575,0.12501605995357246,0.695460038718872,0.29922854752326905,0.2128168415206663,0.83985598874494,0.44248028522753224,0.5068161872641193,0.2396092895936459,0.27876331302049334,0.21072149067052193,0.5347361242088507,0.023155056670081976,0.1707373992160564,0.27717463011939725,0.15540649773228937
0.1617940992034987,0.31036021058927893,0.24996421292288387,0.041640991984637936,0.2133156487485796,0.038656623179475824,0.2579379967045549,0.19178566070911496,0.06529689279727807,0.3201552333852987,0.1194122781758671,0.2234305045783548,0.23715484499542766,0.12312922561762726,0.665860436818969,0.23849084609239518,0.2895703711417146,0.7414335528530366,0.4775965833582146,0.4096638738139557,0.1798260102140158,0.18983934055157997,0.10517946627231577,0.5181916111965912,0.11582463508934616,0.1860748534608304,0.38044383703000567,0.27332449568062206
0.0,0.38109074018689715,0.3725488286670552,0.07498161753535212,0.13220576056158972,0.05810752899086877,0.1824079838278562,0.16516332390219068,0.10380989211585212,0.2780869081191967,0.16349066118705188,0.17879009351248745,0.21873930570368685,0.18341509615455764,0.7386294313021086,0.166476797337733,0.17218129279150302,0.6141506054773468,0.5606503679505419,0.4569895435279669,0.27489089800818,0.2286272796646722,0.11964719032496303,0.5067032851888008,0.029677278589267123,0.16131193071567587,0.37157418584912527,0.08625235515606512
0.08012968467296455,0.1767319230557171,0.29747679195876553,0.0665791600580946,0.13648460170070678,0.07960025044755767,0.3007155706356305,0.26774270074902573,0.06393031052131558,0.255503850018911,0.12571478968260555,0.24196166514515888,0.24480268886945436,0.22652976523206733,0.7373680094829831,0.2813650738126866,0.16299863761400205,0.724801267057371,0.5033238491666226,0.31948713306913384,0.15655964429198096,0.19533965943736017,0.1869716768388538,0.362601495991632,0.10121392290479143,0.180632484517771,0.3402271371152756,0.1152990350106255
