20190520_Oocyte2_before,20190617_Oocyte2_before,20190617_Oocyte6_before,20190711_Oocyte1_before,20190711_Oocyte4_before,20190902_Oocyte2_before,20190911_Oocyte1_before,20201030_Oocyte17_before,20201102_Oocyte1_before,20201102_Oocyte3_before,20201110_Oocyte1_before,20201116_Oocyte1_before,20201117_Oocyte1_before,20190520_Oocyte2_after,20190617_Oocyte2_after,20190617_Oocyte6_after,20190711_Oocyte1_after,20190711_Oocyte4_after,20190902_Oocyte2_after,20190911_Oocyte1_after,20201030_Oocyte17_after,20201102_Oocyte1_after,20201102_Oocyte3_after,20201110_Oocyte1_after,20201116_Oocyte1_after,20201117_Oocyte1_after
0.6064070929761713,0.46965007598239195,0.35862714226069803,0.6347678581902221,0.30968994579377573,0.1555901942535926,0.46727995166632064,0.7020069629860043,0.5696061834494235,0.6312472907007426,0.4415934104083441,0.5614418776249631,0.1716799929409329,0.858048271309775,0.4602059342691436,0.3741256934155669,0.2641630216929287,0.5008654118400163,0.2632823853198432,0.44285973856181793,0.33440574756817854,0.41564155375771067,0.3274694488839936,0.47520498229255986,0.4634920901578607,0.1911542841721426
0.6063829583463103,0.5003084016021694,0.34417018365468294,0.606724075778974,0.40410253931117673,0.15252611040195022,0.43098559250651514,0.6251456414435819,0.636163130412817,0.5251358183497303,0.44120899498227795,0.5486490824361695,0.15822786478863143,0.9524953652089051,0.471552492224931,0.48518244151190415,0.2307623368491135,0.4211995125133878,0.2812555694935704,0.5257501362744956,0.3444156726080099,0.4634906897576377,0.38215174548893466,0.39379959976866735,0.5424213170650635,0.22507857298588582
0.5238386933281537,0.46278001895129967,0.3879605829061803,0.5665108971651092,0.4599732313554032,0.16691840467605476,0.4288261589866391,0.7159033939995286,0.6822027513757433,0.574473335783482,0.42512383426445405,0.4607249405232593,0.148515143861011,1.0,0.4038471883668151,0.4210832787788995,0.28025056624153016,0.5598783745522147,0.2240453031175455,0.37751063567614024,0.30051416183784896,0.47121299463449917,0.5642944142636881,0.36941054716450905,0.6734438457306292,0.22145119041743774
0.4636802552294569,0.5358062276029137,0.39674542372369764,0.6046626725881488,0.4503900341044448,0.2024672867728206,0.391041217397184,0.5261694106484854,0.6292747198934636,0.5247164659429304,0.41138750260369483,0.4591298227341085,0.13374559269709974,0.9768536795661775,0.34912414894511196,0.45392447369327715,0.23541564339702997,0.7253529969347434,0.18338071687093865,0.2616616507905998,0.22876284005387895,0.4503401922242796,0.6208079992836758,0.445240014921961,0.7697995045361521,0.22613214754916636
0.4778089740215609,0.5368044193823024,0.29060700111168636,0.5648297464170924,0.39974827805437724,0.17360556637661706,0.35982424651352163,0.5894940062192477,0.6429252395571473,0.5038383702740397,0.4315528859099045,0.540781422165952,0.15575455468905042,0.8152155375252269,0.39597461544927326,0.4304120869655101,0.23955217453042096,0.6303928206517057,0.16365228537742327,0.4621783451994823,0.3020579532776884,0.44925914089804214,0.4840636204069066,0.5451307901348,0.7202471199438897,0.20954482955081424
0.5442351371862161,0.6084839551007768,0.31562448125474707,0.5765167426402699,0.39717259704757923,0.1773752794969987,0.3077611716507097,0.6146438181560686,0.6509872003527576,0.48292258000678506,0.3976413488747804,0.5484462136363089,0.13834611470948927,0.7692789938950246,0.39285282003866523,0.2634893015883949,0.3635305537644291,0.7755161079856708,0.19256952441665984,0.6016378001432707,0.31988571279322714,0.361131286318559,0.6431183174225071,0.5402308939797535,0.6872493956697013,0.18397229782956753
0.6014185032928445,0.683905655266917,0.2644154589857995,0.594382676305001,0.40734603110716616,0.18730113121059705,0.25094116903410574,0.7014048480246202,0.5787785438337785,0.4221147140864715,0.3827927526684698,0.5226763095320193,0.1318883690092188,0.7977794060519156,0.42648819030007534,0.33960824173931004,0.40138202506128007,0.727531914369776,0.2035589920758961,0.45084824346874364,0.24589566022036607,0.33241996983657823,0.6456070543241345,0.5590206720120509,0.591599313862368,0.15933558270825815
0.6685326949532189,0.7376265986467454,0.22040574052928363,0.45010422343818074,0.45107302241157265,0.1882907073922824,0.3469764255715738,0.6925468941554889,0.5921396228463678,0.403898210448943,0.3576601124118768,0.5158848435049668,0.12783960027680832,0.8139135323266806,0.3614549886526013,0.2703924473693274,0.39529129140313846,0.6286152179532954,0.2159558279180719,0.19325498681113498,0.29209187004913995,0.38060855901107965,0.6064398060526963,0.5895243306530911,0.583868565884752,0.16048754920377495
0.7055751378068211,0.8230732493884707,0.22971070992016962,0.4106265070880503,0.552066475280039,0.2019222782205089,0.32486023952219045,0.6185102129297457,0.501981491309025,0.46161747521580176,0.3822576193000254,0.49997912554269724,0.1222911313262452,0.8052566584656392,0.3048819030007564,0.26771698308238273,0.3535453819598823,0.6108835079339678,0.1343768850593623,0.275439472194781,0.4219867616386019,0.381901131459613,0.5818026599678882,0.6101857246105459,0.6266843700895349,0.16229639898022216
0.7635637577542073,0.6986988068106549,0.2784267368219838,0.49577273952444056,0.564776803356143,0.2045400992373271,0.24970636702137824,0.6093012425463296,0.49606526900531017,0.4792450007538922,0.42117434679013116,0.44918801453604423,0.101446142007127,0.6200039794458463,0.334604522148441,0.33415739241291337,0.37085153880354804,0.4469895239619373,0.09212970579364439,0.3686219881248,0.45056882418127775,0.3705207853906691,0.6227128826785631,0.6577540750472685,0.6871971973713655,0.12487904039441729
