20191126_Oocyte6_before,20191202_Oocyte4_before,20191209_Oocyte1_before,20191209_Oocyte5_before,20191209_Oocyte9_before,20191211_Oocyte3_before,20201207_Oocyte1_before,20201207_Oocyte3_before,20201207_Oocyte6_before,20191126_Oocyte6_after,20191202_Oocyte4_after,20191209_Oocyte1_after,20191209_Oocyte5_after,20191209_Oocyte9_after,20191211_Oocyte3_after,20201207_Oocyte1_after,20201207_Oocyte3_after,20201207_Oocyte6_after
0.24324988223955182,0.41044251003540105,0.27126460583758233,0.27217015328406724,0.4966411750646555,0.21825163884010104,0.31168832922451956,0.7450076981526124,0.4202051832087812,0.09305237396047385,0.4189619911323524,0.5374746840905448,0.19485977093419843,0.3869101660178435,0.26211573018913775,0.3281341662140142,0.6819119045778562,0.13832947981231977
0.2521858511685689,0.37215488503018007,0.27665034931799815,0.2999913745511437,0.5581418154647286,0.22514398384685044,0.29181175229911843,0.7246563729307727,0.4120821994683635,0.10388772025287471,0.5930700976864105,0.5242698538052868,0.26213961868850244,0.3974909638382539,0.22006603775334418,0.3695497012493211,0.7731287452821627,0.15856172035236507
0.24614723364166669,0.3563395348107169,0.26944205870171833,0.26536704758218255,0.5726272442786825,0.22746162999771022,0.2528819365560432,0.6529981201831594,0.3752757388040001,0.07980054076889527,0.6073851257614465,0.44122458594171277,0.3660825010970745,0.3549752019548564,0.1494125032221454,0.39333297121129823,0.8375946508212315,0.2411350188408307
0.24293066995572998,0.3969299348247632,0.31643619260355627,0.23573120168325531,0.5450372369019724,0.23329305818097623,0.23927373409656114,0.5553010733453198,0.2738264393789713,0.11129630403866879,0.5033825022086279,0.36529405390041825,0.447454151146685,0.3842434906658219,0.11000311551321597,0.34724823465507876,0.8002619807018195,0.31469145472301085
0.2409561457128779,0.3963606258461489,0.29020084936212964,0.2077417166264114,0.5101804951527312,0.2956756052275347,0.2295368073317938,0.5085934242593423,0.22736285284023844,0.15132855298455633,0.4448715243650774,0.3452944043160828,0.471136015636284,0.4490567297521986,0.08725430562071962,0.3701873981531777,0.9716442439865434,0.5754863344354153
0.26101072533523456,0.43729580363415993,0.3545832286624073,0.20311947944740774,0.46640619230741737,0.3522839157993477,0.2188060685993564,0.43168629275704107,0.245583945302188,0.13955812454408106,0.33522368175485656,0.27993409589838464,0.5227508039216882,0.5024419417956375,0.09846041721914493,0.3543400325909832,1.0,0.8058201974709853
0.29829363382573815,0.39318925559658663,0.35551890187185553,0.19561167264434073,0.42128716841529357,0.3293887354445508,0.24234091328754293,0.5047955787952333,0.2078281096679181,0.1202452617200394,0.30901495434852416,0.3241539570688899,0.5280256148181682,0.5456347542302428,0.08441279066532899,0.34944649646931014,0.933722579409224,1.0
0.28335064765777684,0.35002605785722224,0.36646946098433664,0.1854861289467941,0.4553768593636972,0.2980166383223993,0.23762300701710923,0.5538503782121146,0.29473759362168783,0.09843073434369211,0.2904517588378013,0.36640889484739736,0.4870368146605654,0.5113832431820642,0.0766304982781226,0.38442422596415005,0.8456607660792963,0.8861541860284128
0.28009779301613885,0.3183025121689795,0.4129327435550998,0.1725182393509958,0.5117145967544062,0.27445790658361613,0.245590381358464,0.5987725563649163,0.3766328900813726,0.07809480366394951,0.2558280734770213,0.4254584767171503,0.4610285438544746,0.4929147860837818,0.05739637673230876,0.39843074416078206,0.8044311540258317,0.5817141013764726
0.3006880962702773,0.29241198922143813,0.4361522911051212,0.18367825802210166,0.6017708074440454,0.2541518735387147,0.2624240842768753,0.6939537123423721,0.3188292702364805,0.08522757409675803,0.2864857305332527,0.4596622901480635,0.35427283477922106,0.44918660294873236,0.07932829164170854,0.301671917436176,0.5624989497245758,0.3857725995827653
0.2898751196120275,0.32824174242599585,0.42894230312247505,0.2140919380225801,0.5418126061543518,0.2115130098380369,0.3470807279807693,0.7952031023910093,0.3146771245129017,0.07849354740276793,0.2990314197738112,0.5730743199178208,0.31099747161026176,0.450730424770849,0.07062154488657131,0.287507876154264,0.43429897056204003,0.24369880277252673
0.28434556297394264,0.42230834572378473,0.4533062999450053,0.25149396826413706,0.5842743469150026,0.18019555312142344,0.41204679693120055,0.7092235467095089,0.30271147999887094,0.06877112671002711,0.32240023896550934,0.5940330701538651,0.2220218374514895,0.3870726092950126,0.06852599135445094,0.3559445953286258,0.3826909568765311,0.16769531828577314
0.2962075210660357,0.5777528416898049,0.45179649256214055,0.2427799493626334,0.5282951223985981,0.21107758746238692,0.45739891997214366,0.7077600015961026,0.293685942509518,0.06894678611922495,0.23467494794557384,0.44419987449927867,0.20337849092375052,0.37702229666295084,0.0948780406389027,0.4665665399239543,0.2891004937134713,0.15136617989290477
0.28561870895048536,0.730731484888172,0.3871242879548093,0.22208466099959887,0.4691563791073146,0.22273491600579062,0.3946598135049729,0.7543347548342133,0.3052893036754658,0.06747879762850434,0.22827199771559883,0.36386189210182557,0.21248157938861553,0.3696264456026729,0.10733128475976252,0.4565801195002714,0.31904090528700235,0.1336989785031267
0.3195571713397238,0.8186804109559523,0.38397185427091324,0.20811915237501818,0.49520474142209303,0.20016098721818462,0.4359897661672514,0.8395808471721419,0.24459273009226434,0.10298602275272951,0.21269051091547073,0.3386047097163125,0.1985353158328995,0.3969730995561514,0.10827428384921653,0.4352493210211842,0.404116575530767,0.179061322448078
0.34626361157716057,0.9224888485938734,0.38122127207424955,0.2796165978335265,0.46567527071096726,0.22700983676125694,0.5263456379452531,0.7748220193202835,0.2119842401762604,0.10884424844917392,0.25422197576332267,0.29958722332574317,0.22157470702719703,0.4981597904441013,0.10261397122230116,0.38539543726235725,0.39793927559563214,0.14556079400105942
0.359621892679497,1.0,0.41390830487415714,0.2983347866667927,0.3999320294528451,0.22406542051107275,0.6778779954029445,0.7039249588208858,0.19403046035886318,0.09604451203188943,0.29282240974106055,0.2154219231720145,0.1723372359481794,0.5970063210383995,0.0815388224472727,0.28624823465507876,0.3813289597063935,0.10246976806071266
0.30568859496232165,0.8439832687008024,0.40837913393578523,0.3076759355186915,0.3653976713735212,0.22408136615471222,0.7565737927328177,0.5832244184792182,0.1763413366628425,0.08329594460769296,0.3981913858391494,0.22922440684037332,0.24596434356217978,0.7129098028614446,0.0751172490018305,0.28621944595328636,0.5460860856150916,0.1052902441902209
0.2550886338701762,0.5868115052556,0.45468116670174547,0.264018235781179,0.3828246526633577,0.19998664818105918,0.7169414896579754,0.5042027889191237,0.19388501571499497,0.106063962489384,0.47732580832373783,0.2764948310444919,0.30734074160565206,0.8939489675691564,0.06890847623586663,0.300352525801195,0.6370819483701406,0.09121987161624467
