20210525_Oocyte4_position1_before_red,20210525_Oocyte4_position2_before_red,20210525_Oocyte4_position3_before_red,20210526_Oocyte1_position1_before_red,20210526_Oocyte1_position3_before_red,20210526_Oocyte1_position4_before_red,20210526_Oocyte4_position6_before_red,20210528_Exp4_position3_before_red,20210528_Exp4_position7_before_red,20210622_Exp3_position1_before_red,20210622_Exp3_position6_before_red,20210714_Exp1_position1_before_red,20210714_Exp3_position1_before_red,20210714_Exp3_position6_before_red,20210525_Oocyte4_position1_before_green,20210525_Oocyte4_position2_before_green,20210525_Oocyte4_position3_before_green,20210526_Oocyte1_position1_before_green,20210526_Oocyte1_position3_before_green,20210526_Oocyte1_position4_before_green,20210526_Oocyte4_position6_before_green,20210528_Exp4_position3_before_green,20210528_Exp4_position7_before_green,20210622_Exp3_position1_before_green,20210622_Exp3_position6_before_green,20210714_Exp1_position1_before_green,20210714_Exp3_position1_before_green,20210714_Exp3_position6_before_green
0.2647416653701263,0.369583851399721,0.3531448078367009,0.15340836569844776,0.2356279946739751,0.1479654404857218,0.13180168131448103,0.6305440855421213,0.5125993511759943,0.5081929569961612,0.5175261624466755,0.5159032522027059,0.6903640409616096,0.18427702012856234,0.42153873454329227,0.27654462491082016,0.22648399514269532,0.09979095643507807,0.09243083433127358,0.05788934681088006,0.054306822726204455,0.04388708445117374,0.05706755567050806,0.1788323890747563,0.08564736992071552,0.14827070165152753,0.14656320769359735,0.1686816442970854
0.29543779283748495,0.3649824799367001,0.6343877141210783,0.19699642616195323,0.300013282664827,0.35622029607896666,0.2611100496752,0.571086366547425,0.3270397404703981,0.5803191456791036,0.47478148651161795,0.4307903099963849,0.5042647126220222,0.3435031342151346,0.502669590646781,0.282257134789503,0.2517959269924153,0.05076902509130468,0.054373828334512084,0.11746516369704398,0.13493529355986425,0.016531246620313512,0.0703193002700832,0.20547858112741438,0.10050700505195923,0.1615876865854778,0.12499789620400407,0.1590658521999951
0.3010209937536498,0.6343911307034382,0.5074822329707179,0.19730184344401297,0.16756891597256685,0.5116686951330681,0.30160170678894316,0.3487638922797659,0.20320762368207582,0.5173411466465823,0.47674824879261096,0.520154522445718,0.7506352512234006,0.49148143711891745,0.2741938771472731,0.23672413706682124,0.232591656303833,0.05051865896122407,0.13532811193498548,0.0864904010501176,0.0,0.03145245413220104,0.08494384453541177,0.19252754438923594,0.11796875353343157,0.30934080790719964,0.1272849562067592,0.1390284114872897
0.15423560648763357,0.6954287705813631,0.5603686112905759,0.2244087668435353,0.20689856255649178,0.3199254017983172,0.35738759393707786,0.35787857236369464,0.4593673965936749,0.4046022619419393,0.4194895434744635,0.46126091838093974,0.7200719017817598,0.6128916342978388,0.22837259883720212,0.2923471749057243,0.2436725039365786,0.08727872677884527,0.08819987152646917,0.09939513077072319,0.034951921953739896,0.09822721262633491,0.10450375281647732,0.1526922236040642,0.08584260380185921,0.25541607658047183,0.16485968771563908,0.10014146212508013
0.14821115670966062,0.1823640782186052,0.33941137439103136,0.1900037379428546,0.48402354595316105,0.4281436987195204,0.4256846261622717,0.448034647106902,0.3517964314679651,0.3479404326714062,0.6528044677625684,0.3442310985936943,0.61119569811436,0.3126743211101813,0.23268063350770862,0.2726449472106612,0.27558289114788376,0.06887013168529241,0.08140912777644438,0.025504572942140945,0.07288389945456113,0.1369387975816269,0.051493043984302274,0.25472340132903365,0.1015675999197958,0.24677070031295764,0.1356209751265862,0.1427657560757076
0.3664176458735582,0.2663661881617111,0.4413731687300281,0.1216609229983775,0.13837621042332876,0.4402959864131319,0.5224207107374848,0.48160964684152907,0.457165450121655,0.5549534324081044,0.598326843205654,0.5193324325867297,0.8777466022334373,0.32136114485834716,0.22913876475828596,0.18015040659236026,0.27391964413525255,0.019219854277189707,0.13982468549919125,0.06550795583196715,0.14882893505444095,0.05790035549942608,0.06641664469855582,0.247916695049568,0.04639480662800164,0.18617989129028303,0.14058531033016816,0.14700558381883166
0.29421606911028436,0.014468181304395379,0.7369475632541179,0.15975375161825545,0.19194746544077457,0.1693823435497094,0.19062539803846656,0.2725770554912764,0.4556042173560418,0.5953579366974667,0.4536063883143898,0.38100058992559427,0.9708522805391631,0.4248900600605754,0.36717332735428126,0.2190703261928352,0.2410208519369331,0.03348160842008074,0.1508321425497604,0.06035544506677311,0.18344897625437884,0.04160372454550848,0.04217628538316516,0.20292249813646018,0.1177501518904518,0.27651550643896694,0.2047289593908155,0.12475977336462597
0.48379749482871587,0.0947025356994825,0.6384605982294091,0.12939664132159054,0.6281760957388568,0.24900620571888651,0.3369475226085837,0.3807006556483772,0.6031873479318741,0.5654120053150126,0.43176631032014867,0.3142324306837433,0.633484232020737,0.658761257792759,0.1058040365793274,0.1266125434620249,0.2710050666710811,0.14088928590961322,0.1727216610134133,0.03871205708839822,0.17208944701657758,0.07040214346268285,0.043223915562872556,0.12449940671627019,0.08426038018594705,0.2392149198776725,0.17701121338849518,0.09540789591401146
0.15768142852406114,0.33498643608002693,0.42236201086102376,0.11317989533760037,0.4579085310344602,0.18438528212651145,0.262504776461597,0.4599056687224225,0.45997972424979755,0.22510424894832534,0.5153114415973046,0.3738111096310116,0.5976351850248771,0.4681929923626671,0.19129688269987788,0.2756323609758218,0.19215177226370062,0.06538323640761066,0.09702829438563819,0.04426895111226714,0.11184175266019947,0.1282772058233525,0.06719754885624891,0.12330635173648209,0.12350766688727825,0.25948800596823685,0.1824280984863264,0.13050906857650638
0.14958591472419433,0.5463292641573404,0.571037559587211,0.22374550991010678,0.17345864393711252,0.2881563785627348,0.4940708190039483,0.3316490989699978,0.44898215733982194,0.3759360973847439,0.5700877435206743,0.6059715693923765,0.5644544477770039,0.3066796712353766,0.1989321637412874,0.09341682943170646,0.22106578297742638,0.03173390698776758,0.14059130882836576,0.05050526586600239,0.11906960700646295,0.21129103157630333,0.06918213967739202,0.20989593368716294,0.11836223649079516,0.21977174707455557,0.19711851633449531,0.1501106202875388
