20220728_Exp4_position2_before_red,20220728_Exp6_position1_before_red,20220729_Exp2_position3_before_red,20220729_Exp5_position1_before_red,20220729_Exp7_position3_before_red,20220728_Exp4_position2_before_green,20220728_Exp6_position1_before_green,20220729_Exp2_position3_before_green,20220729_Exp5_position1_before_green,20220729_Exp7_position3_before_green
0.3871928613433566,0.5952994412494689,0.5882227179773192,0.5112745417587687,0.8277466449479722,0.1433169870081576,0.34229386222308705,0.08752816535744408,0.3516899710796789,0.26211021753984726
0.23072153614072935,0.5266965756635978,0.45955103179029566,0.6263963542191371,0.7543488038510167,0.021212262068003702,0.3641439323979612,0.0689521296106632,0.22417099572934235,0.30982192947190257
0.16439748408376198,0.4785855309850625,0.25166852574827997,0.6849232264449492,0.7626300690459984,0.0,0.3223507338725845,0.04700816021265112,0.3385044612771921,0.2509756503953812
0.28181330060596893,0.6269404644640686,0.5565672058003359,0.5087262879052765,0.7500075974910051,0.019369233272131064,0.3215194652952688,0.18862333925619634,0.27244405593059157,0.3339819835243871
0.2911073611004572,0.6209701354507647,0.5205289087190945,0.47164623125107424,0.8110899056695516,0.05338043554047423,0.32417571964003755,0.1485868493385602,0.2345337897943227,0.36097000973739574
0.26722661143923737,0.6502367915073369,0.49053727458635404,0.465933401681848,0.82991952737528,0.17928277593139164,0.31595816143294303,0.15151890473082735,0.20320472583458832,0.342490358143566
0.3105711948045307,0.43172619073222585,0.475023238520172,0.5369052345875099,0.8852429373723626,0.10119227461826287,0.3079747633884732,0.029692122274569698,0.1959765710742874,0.43034704568627247
0.4083314157142513,0.5996524477058538,0.5609825246328318,0.4484926782147992,0.8686773679859967,0.16595393590071292,0.28946440253302735,0.170495091010428,0.23011294713858269,0.4029050152939789
0.6221651197872741,0.5411234369824892,0.5372513478341715,0.43205940394564624,0.9429929859963049,0.08502800567085793,0.2942822478790208,0.13473878268491468,0.19370260976051235,0.4330129826851668
0.35693922425915925,0.5497649290485759,0.6600483361219566,0.49520869013825836,1.0,0.07102981848606665,0.2770670854230906,0.25397411407148374,0.23416410260359877,0.41098537250507866
0.1497276980900513,0.6094811233509561,0.5323247815579101,0.5666486906123511,0.8913877880968591,0.11346828735445108,0.30462773656396264,0.21917054510982656,0.13178963258484505,0.35465981023542503
0.35507274168392516,0.5397039783554071,0.5675404350250983,0.44053382955144815,0.9100578624914908,0.19428265972528785,0.3361749644735125,0.039264771032912676,0.2548704361923755,0.4597334980181262
0.3560507274168408,0.5403190770938097,0.4708728388176249,0.49623391785140664,0.7866442186132455,0.15872126804099673,0.3081811170317859,0.10319834604446378,0.2644303158900025,0.45734577233448315
0.21415969931732706,0.515349509426497,0.4049219185722258,0.58707027847081,0.600147087425849,0.07145280870151229,0.20821375310445123,0.162818393586159,0.2571232175108496,0.34742478740528193
0.21532944695865552,0.5056885879827782,0.49994422755159085,0.40750727437582684,0.5890896990177968,0.18908824691472778,0.1971116343940301,0.16500493042620754,0.18925866165535174,0.412533878342166
0.2372861854721198,0.4503167973572269,0.4673824130879344,0.32763433149819593,0.6393303875328213,0.19088014502521594,0.23717936522106875,0.14515698762867874,0.2889394213625287,0.43420378825978784
0.2505241492163344,0.6247553584563182,0.5061442647332224,0.1842387536075568,0.5154760891763104,0.1974155762660655,0.2198383416777283,0.1895332053486789,0.2534359728742021,0.32979505609320997
0.32302932678786067,0.5488186232971884,0.5313905930470365,0.37660228868753076,0.6326582709326073,0.17553396704394925,0.22596455693238438,0.20470319786967414,0.18910847623411933,0.3429550627580524
0.3720692388330655,0.83440939767639,0.5843651236289276,0.4610620885014487,0.5599274895458528,0.1265414739582115,0.268305104837895,0.19312503275041532,0.22094778553521813,0.38480752210022007
0.38064738820280863,0.8793804278162278,0.5082961517010611,0.5325139413190485,0.535586647865409,0.09816161944825313,0.22532500698821709,0.1695447334949809,0.21209454749902737,0.4030762222572108
0.35752090204801884,0.6025128719089136,0.41931585796616616,0.5233639321334804,0.5833779052805605,0.12265089362493245,0.2647795308893844,0.15533700773148013,0.20280230592385182,0.34247048590676243
0.31821610288665536,0.5403405840427052,0.5723647518126054,0.42999117000408915,0.5871249878440147,0.17219187951751214,0.1794618121362286,0.1758613954773458,0.32719626924010003,0.3228367159447183
0.11211679578635146,0.5834792221366734,0.48226900910949966,0.42201454282548023,0.4744481182534283,0.112273688614126,0.23881263235537276,0.17281024766459732,0.24822184312169984,0.37684792694354297
0.26660018920508355,0.5977899459315306,0.361117308049823,0.3859123045104088,0.34405086064378093,0.15279940502475164,0.31475809059949356,0.19719561168249045,0.27198964875865944,0.33055631562615134
0.36653371174349997,0.635590559309713,0.3368051682468867,0.311307728320582,0.3791922955363226,0.1316405977641937,0.28254496972748117,0.19268677264304218,0.29286157140161506,0.3350841283501917
0.3715706578711879,0.6441202152415454,0.6298986800520547,0.3095713599971545,0.42315745648157166,0.15839356683013003,0.26668061870968984,0.14613116362822168,0.12959846579815856,0.33191527089680306
0.32046610927872105,0.487493709217449,0.5155558654024921,0.3741014442080559,0.3709262253233497,0.13160108768912496,0.19860440543075955,0.23128700796966428,0.16153982416752988,0.37297742666762435
0.5069929175935177,0.5356391650142158,0.5096160996467743,0.3278061904790129,0.41502814110668124,0.19825226020870543,0.33262158400569,0.2034432000609747,0.19895717404949953,0.35708269449187474
0.3815678453631969,0.5278708550732738,0.649790853318462,0.3349531536122965,0.4661942040260624,0.10345829362958113,0.20830595366848467,0.1842169196983629,0.22376279945625138,0.3632385020002166
0.48462069494515786,0.5684931801465047,0.5423731176798671,0.3612060944750303,0.48622726830691454,0.12491458851418841,0.25381205427247167,0.14400655484682337,0.16660761940703722,0.3656032981798556
0.5040333921403192,0.6830692996907302,0.4077151886967848,0.48483788957171636,0.4313718637557134,0.21215515838891777,0.32334152406068845,0.13232597024594972,0.21199442388487358,0.2903349083354857
