20210525_Oocyte4_position1_after_red,20210525_Oocyte4_position2_after_red,20210525_Oocyte4_position3_after_red,20210526_Oocyte1_position1_after_red,20210526_Oocyte1_position3_after_red,20210526_Oocyte1_position4_after_red,20210526_Oocyte4_position6_after_red,20210528_Exp4_position3_after_red,20210528_Exp4_position7_after_red,20210622_Exp3_position1_after_red,20210622_Exp3_position6_after_red,20210714_Exp1_position1_after_red,20210714_Exp3_position1_after_red,20210714_Exp3_position6_after_red,20210525_Oocyte4_position1_after_green,20210525_Oocyte4_position2_after_green,20210525_Oocyte4_position3_after_green,20210526_Oocyte1_position1_after_green,20210526_Oocyte1_position3_after_green,20210526_Oocyte1_position4_after_green,20210526_Oocyte4_position6_after_green,20210528_Exp4_position3_after_green,20210528_Exp4_position7_after_green,20210622_Exp3_position1_after_green,20210622_Exp3_position6_after_green,20210714_Exp1_position1_after_green,20210714_Exp3_position1_after_green,20210714_Exp3_position6_after_green
0.30435232152197433,0.6719497308438889,0.29112038688560843,0.5527172318117554,0.5806689484829405,0.3316887109323114,0.5294140692658543,0.3252267707981896,0.6694804481338487,0.9540366677388239,0.4487904659801522,0.5353773201903237,0.45660824568483194,0.35692892622103095,0.7571903523549575,0.053495880387049846,0.42898671456711696,0.7500712072432871,0.5475789029980506,0.7275099271549503,0.2648950240018149,0.2605435067113472,0.29495231834107816,0.21304093664002996,0.15927364630128193,0.1206007637755463,0.4155344929785207,0.08429621617172874
0.2959327243164782,0.29172586766991554,0.3463643663154543,0.5805932022516879,0.60035369239855,0.46930023124113823,0.5063446961886464,0.27455118404146156,0.7243832855318837,0.6756601070206735,0.5821701784124333,0.24015329901427437,0.4173618099436551,0.3548488843928675,0.5453128177319867,0.1319906971907224,0.3122727548833293,0.7656623568302852,0.584899391725357,0.8558801421482006,0.29849631839208424,0.2621812524653738,0.2132503712083717,0.2861015061021677,0.14485254869263306,0.09579030313332311,0.3833111132554416,0.0
0.33779351003742547,0.36652925363377414,0.3851509969414464,0.4393191580183012,0.60010245333316,0.3452080492519232,0.39382067418325145,0.2185972392704092,0.37748116041964114,0.749159332144215,0.4265414777107764,0.33436723558355874,0.7156204185673478,0.2353402516509625,0.673220659543409,0.3412070016875524,0.2778833554612593,0.6718166046660163,0.5710507520007492,0.6910264028870408,0.29825324625949434,0.2501631294307609,0.43614689471221746,0.3190912650486134,0.13490557583738866,0.11600399318335337,0.3850657445170236,0.1103594533980382
0.3357093911047858,0.37722879269976606,0.29741218150279847,0.4133940719792972,0.5455020050182565,0.22064416787076546,0.5250055673317222,0.38467888393594185,0.5738788129075266,0.7574695166525343,0.4313437911279207,0.3381250101495639,0.5949796437529051,0.3462189840757456,0.6176155986463281,0.13776950021035309,0.1914629595883342,0.7058579825477516,0.6728182025747755,0.6880590788702132,0.22341819251562223,0.1985561662924826,0.2783664123745146,0.2897624391759362,0.17906109615407073,0.16544628721821178,0.3912138464234863,0.09732636510871194
0.42671726939872734,0.3001874420497218,0.3960796572458301,0.4227549822586246,0.6675128311379828,0.27333082121779784,0.5768601073876433,0.36441726305412625,0.46381171407029553,0.6502617035585835,0.5649130002517969,0.5194433167151131,0.6508124620076307,0.4186766160106398,0.7089868451724585,0.10236162780254268,0.26075200236031243,0.6901287340646819,0.5764368219845328,0.6440470521564258,0.24671572153157903,0.22513796878974543,0.24764073949822518,0.24719616461422775,0.18990549141994012,0.20068339328390308,0.3582460776803419,0.13986761157046645
0.3681977236879987,0.34259870725020597,0.3980625072786234,0.41592855427793995,0.7138028132249633,0.4296612168217762,0.5840440272840495,0.3449667769714279,0.396966723371687,0.7053159449106697,0.5193611106063639,0.463118920411178,0.5443061252637111,0.4040225508359955,0.6969297687283121,0.17067913343953398,0.2203004191289411,0.8057606659819265,0.46975897336822564,0.6272151624747636,0.3416808874251934,0.24941199674109757,0.14627189452416822,0.3147924490842612,0.16508806038574855,0.08373296378620587,0.33260798071677905,0.21643333107983012
0.1673701581740847,0.36854709064590796,0.49022366058020567,0.4189099058239734,0.5898277544121817,0.38346720740405393,0.5548980147307478,0.42709955902022523,0.4678126385263253,0.6023246293751284,0.6770249538588531,0.37311096315302267,0.6840873913865231,0.37452119255731514,0.8310075007480915,0.14749301580248547,0.23109537569746355,0.9547132721670303,0.43910081903390275,0.6980019755923824,0.39395261464590575,0.26720969412770895,0.25939454297366843,0.42084461577206816,0.17509087862978742,0.13417211311714616,0.3424484884767398,0.18769822257363816
0.35702092633815474,0.4408556963038572,0.5012749082127386,0.5012438972334134,0.6694672752960225,0.11485609102171701,0.4299444091617662,0.2992776354104605,0.6086709429072614,0.7572706804292523,0.8026742396120766,0.47678591727699293,0.477694967894852,0.26587310608213327,0.7590072626815884,0.2194148873310682,0.2830482735879346,0.9114074003745928,0.493505980294009,0.6006607608785481,0.22712784721607646,0.19372587619858642,0.2491345993281387,0.39387154472441444,0.17220899682200777,0.1487763313132125,0.4187739637139888,0.2463118476474895
0.46482745198214326,0.5630332259377102,0.38818503331310594,0.26921871248299317,0.7523892182549653,0.2836539895195987,0.4160714432998194,0.3176777138919397,0.648331622079344,1.0,0.6696293911964514,0.4950551324315099,0.42399738459259273,0.36701087759579015,0.5788223312992979,0.32489163267139115,0.4902177214311134,0.8582857179847913,0.5165167934149442,0.38064785262553047,0.2567115955379435,0.14870491821409187,0.1977822274307565,0.39624200578322666,0.14135636760811562,0.18597833712436002,0.3609892890691001,0.18998797804891673
0.47840260798696005,0.5563860372349294,0.3663522301699675,0.27298041778939774,0.6522068252191825,0.2538312021015017,0.38786156726573895,0.41202297975991337,0.46624030552513956,0.78902891897424,0.4482738928071727,0.4702349827051427,0.6435587930303465,0.2200837699905659,0.6272060415988155,0.31223262695640264,0.47758658093180284,0.8168894949895992,0.5722011462961986,0.48017717364355106,0.1966328900279344,0.24107949287944636,0.1959438621617185,0.4557167726434636,0.1726064081934277,0.183627372033023,0.38644424270232886,0.15087695577156518
