20201209_Oocyte3_before,20201209_Oocyte5_before,20201210_Oocyte1_before,20210212_Oocyte1_before,20210215_Oocyte1_before,20210215_Oocyte5_before,20210216_Oocyte1_before,20210216_Oocyte3_before,20210217_Oocyte7_before,20210217_Oocyte9_before,20201209_Oocyte3_after,20201209_Oocyte5_after,20201210_Oocyte1_after,20210212_Oocyte1_after,20210215_Oocyte1_after,20210215_Oocyte5_after,20210216_Oocyte1_after,20210216_Oocyte3_after,20210217_Oocyte7_after,20210217_Oocyte9_after
0.5457892739561644,0.41245008136384453,0.20236790453449952,0.6106802518998893,0.7107180476516455,0.7117882493596573,0.2549666432185893,0.1749132305643806,0.9323598268573259,0.18107966905907955,0.2600318459205986,0.5992492906012791,0.08635259894171139,0.5935134890713939,0.13032839974092625,0.1642861746941103,0.3580835172221662,0.2808128020640288,0.546198330300202,0.30567631744631973
0.7203746628239706,0.5191659297484786,0.2519404011653592,0.7946055162620383,0.6784931440543778,0.8348588078337609,0.21964986725362648,0.2035336822060246,1.0,0.30195646836476575,0.505340667545351,0.6827649376007624,0.16385916554870306,0.5870981963701318,0.12590901793770778,0.3283713946637031,0.24960089858623036,0.363285366474072,0.6627122974798049,0.3187484937198627
0.6167398283094537,0.5064283493436385,0.2670428174401243,0.6247058253429489,0.7495741684472065,0.7935086837240062,0.4347046676802295,0.14333478560973578,0.5829889006787615,0.2663200808509906,0.6162528474671817,0.5657427721785735,0.164190357580558,0.4518655218996051,0.1350430220821465,0.2774047266067835,0.3291160511734247,0.347400886660126,0.8910158470258792,0.49196557180729233
0.6986312960892703,0.505909478181165,0.21440174692024225,0.47042451746928704,0.9380049186713596,0.9831115720964856,0.4633302321359696,0.1778479711372304,0.542512589897765,0.21963234496422784,0.8944970553951413,0.6065366798592652,0.18627491380612848,0.44914114209166844,0.08383908652577532,0.378769322934241,0.477449111805885,0.3094316653948177,0.6189048396264308,0.5273372330030881
0.6605111742443669,0.3839141863817517,0.24671683563627808,0.6808439362623337,0.809345014601585,0.8962683937782806,0.43167532732760133,0.1599898667006074,0.4043757263402562,0.20771024969024188,0.5923760256595846,0.6387775752643414,0.2728854457127423,0.6081358346380592,0.06307075993069282,0.5151000413284239,0.45462183759115277,0.4234914967840408,0.7064571806998986,0.47543899308559023
0.8746500035897065,0.39063932195450807,0.21621423259091077,0.7363605143342332,0.7685205032994741,0.6944148630833853,0.5133909324014619,0.11697229741968046,0.4688157916898263,0.27692606359592786,0.5328706278522293,0.5886230083456859,0.22052810629890665,0.5164847587341251,0.11618084221054052,0.4058830443503284,0.43544949211304956,0.32326528943638977,0.8185752798911203,0.5166171890617433
0.7708972215669582,0.4356902601624045,0.2595552175541998,0.8265670528597887,0.7436966558105549,0.585364550136778,0.11970716376591371,0.11993518604639788,0.5843733683660928,0.2710392435636099,0.6391621018307589,0.47028570898097244,0.3351159706292193,0.32649035445198776,0.11634691501316612,0.33157908705889383,0.23245390986720194,0.11374414041207978,0.6272741968285082,0.4299712849293518
0.8479220725941282,0.5236722349416318,0.21180639046239721,0.9082533241472881,0.9342594449323166,0.9893249775335611,0.26280945789557275,0.21497280653230674,0.6246138817307533,0.3143738901545641,0.5698210381160638,0.5161018811057015,0.2551185957457844,0.30740273907563237,0.060753121707375984,0.35348315203172725,0.37215267121561313,0.15591954649514903,0.31739418368783745,0.28063797152406517
0.8883626834596564,0.39644179557687537,0.20484792734959117,0.641122720080568,0.8283766310097566,1.0,0.0,0.21978245225845347,0.5517053206002738,0.24847405174235002,0.3487775890047786,0.5603801201258809,0.23876808773994238,0.4200518875656367,0.0,0.3911147678972931,0.450593234954651,0.14899024310476333,0.07158538047984359,0.2113294685376605
0.8932754535850914,0.49180910386710386,0.22652296327776808,0.7837149966395083,0.8490746951184376,0.7567745715541243,0.23546881027479588,0.19433538773332265,0.7050039580280595,0.29176730216915836,0.5126964657123043,0.41804239991830766,0.2254318850931536,0.4692687696768614,0.0019448970440879604,0.3693130760860085,0.3300977743186533,0.23677958864784376,0.4032935115319848,0.1764809185833397
0.8170454662003467,0.48277832289534106,0.19742533369867285,0.7830260432797541,0.6250008643400938,0.6202201908954517,0.45564058635321913,0.20041169588353064,0.514102369764035,0.3327823361140132,0.40996670653755635,0.36307598998641644,0.16412472966641134,0.5499714561866609,0.01627697991072648,0.5617935777903319,0.42808877961199887,0.2516851993168353,1.0,0.282790200631843
0.6103193813396781,0.5857126705511345,0.2101511779409382,0.6282348677820548,0.7590012377350136,0.7357333164422669,0.448336699267058,0.23760017035691752,0.5875903188317925,0.27890736965918106,0.4669808086425872,0.4245252366467489,0.18004178819277553,0.3952159438393408,0.13362402224637446,0.549978956627902,0.3341330102196502,0.20581689014862545,0.9343696387879303,0.49904065134822534
0.7473923344375957,0.5307951044404867,0.24638621252705084,0.7928968276542075,0.6032033596323217,0.7336648205258142,0.4559157230706401,0.23340611033058056,0.44081316423290107,0.28086012664371246,0.5548618359401793,0.5535816512512329,0.19882968640540685,0.2637391830251923,0.12735016081383113,0.5400942591405962,0.33249680497760187,0.039084359896798225,0.6129811076753018,0.3035932137525943
0.8424272571563366,0.5458221786128179,0.2777562643642811,0.899779408511417,0.6845250854544247,0.8900886385140091,0.41126982686242053,0.26866583119979265,0.6339851447627717,0.25763402365005644,0.3832481315282248,0.6311621761289267,0.23595066612332913,0.2540145036485219,0.029428100625356113,0.32308211465035674,0.3600137971901497,0.22067026418111202,0.5544790401051266,0.1814654214128104
0.650147177977661,0.4238894743855316,0.2766840109825588,1.0,0.6578688369670198,0.7747774140040148,0.5167209376205502,0.2158710965992256,0.4917487746955681,0.3104441094685872,0.39861112169255847,0.5581057120135169,0.20318249596693586,0.5628783468327672,0.13686797765767186,0.38123007040998386,0.3473354176524432,0.16600575965696407,0.6049976273784873,0.24810605706769917
0.6936185269894665,0.40714023250273623,0.30015755274591926,0.8421643669951308,0.6733163231202899,0.7633601083139676,0.567768726315552,0.15205456316668053,0.2364980715139883,0.2150559276452139,0.4523149241564268,0.5450162612443956,0.21058929288211875,0.5331306063158138,0.21650726753036886,0.24080442555385728,0.4547832470271923,0.3354750354300663,0.38378586960489236,0.21994212147763934
0.6507446077476137,0.5358162428882344,0.24675737715918575,0.7472615684118037,0.49259087671744367,0.8078575132918179,0.29019832535342277,0.2405214488170473,0.5547504758055002,0.16819546983218817,0.3791835863992031,0.3983246740788645,0.1872715423628191,0.553749978804099,0.23243549455557982,0.44195631320120743,0.2862740068897514,0.3026840546531493,0.6331040668297072,0.29800526474099437
0.7170541840596512,0.5325192911048927,0.28190967348696255,0.8101691201412464,0.49025600601119734,0.7081065245705653,0.3828031042229245,0.18501715807457547,0.5942701227830826,0.25072086423771023,0.15168714811400563,0.47381026794693715,0.17417953660587676,0.5519723492406231,0.21673607894731925,0.40568208962580743,0.21740303272852735,0.19070914640793707,0.5699089017630407,0.38465116887338585
0.808132737100132,0.5816040992840796,0.2941231567586914,0.7737536159516926,0.856837621612651,0.8621787893063719,0.5195517257028758,0.15263221018518996,0.8269078537382318,0.27550574692954616,0.29951926373450727,0.4030282119438915,0.18938995038224485,0.416929024818987,0.26880728358407285,0.25769978880795763,0.3278535198312501,0.3004287946509691,0.5091072164195848,0.2384714689524126
