20201119_Oocyte3_before_red,20201119_Oocyte5_before_red,20201119_Oocyte7_before_red,20201120_Oocyte3_before_red,20201124_Oocyte1_before_red,20201126_Oocyte1_before_red,20201126_Oocyte3_before_red,20201127_Oocyte1_before_red,20201130_Oocyte3_before_red,20201203_Oocyte1_before_red,20201119_Oocyte3_before_green,20201119_Oocyte5_before_green,20201119_Oocyte7_before_green,20201120_Oocyte3_before_green,20201124_Oocyte1_before_green,20201126_Oocyte1_before_green,20201126_Oocyte3_before_green,20201127_Oocyte1_before_green,20201130_Oocyte3_before_green,20201203_Oocyte1_before_green
0.3059202389456427,0.5507245862296669,0.3441165273651452,0.22686931336667374,0.5213821379585509,0.5478356321290514,0.5547997265132874,0.6999266801086464,0.4469368830391863,0.5938029437625544,0.018734597574736424,0.3094959084879681,0.02391026572281369,0.06453385289115514,0.11063696886857677,0.23809436593553526,0.19181455640781386,0.1999343959373602,0.23106982543370078,0.13457896508245903
0.2329558195609001,0.6628561691008887,0.4858310360857583,0.2256735488317083,0.47670889851057874,0.5395822396156482,0.687006951699054,0.8077085867590946,0.6708046664672446,0.6756964450385671,0.08348621445662965,0.3069302228490705,0.032813366702765294,0.013793826395151615,0.18089124501429996,0.2434773356218801,0.10789295958379427,0.2261246926313328,0.2556435645715018,0.17698134817575847
0.29496239888849596,0.5597703761032097,0.46680198267929546,0.15089542648003776,0.7522740309759892,0.5867767543231684,0.5857248959674591,0.7274966256186364,0.8719862399042775,0.7034112760831791,0.17274453623938682,0.2124394335832013,0.04098183391003453,0.07022434848931156,0.18954401258720108,0.18852080842227217,0.17437165584296058,0.2174766656454462,0.17843275890344606,0.1929946400494301
0.45570975132176106,0.5462726943531274,0.46448145972945704,0.316626155952281,0.8349398092111187,0.7040710160836172,0.42326060021309747,0.7844661812001125,0.7519234220759791,0.6562989227172975,0.1558731400788697,0.2409833766101803,0.01291634749993371,0.07843521763412024,0.20048315640617764,0.1420809207215553,0.06653433413023885,0.19698060910725548,0.16803676177505233,0.1853980278194998
0.37633476432552676,0.5633933072515432,0.4707447673450964,0.33423108801534773,0.8776436323774182,0.39994909241317933,0.44208190024676275,0.6909516588625416,0.568686808256056,0.6111810077990407,0.12735256017234006,0.26705440954439474,0.03055663778758044,0.011324962813420197,0.2500804120081104,0.19882101451360992,0.0669469103434226,0.18842962480571399,0.25360389860753185,0.14893956366887875
0.29087748256339424,0.5833167659526127,0.4236436992923651,0.2711796533772903,0.8441675857723783,0.43226586487217533,0.46188365708653367,0.6318641582376565,0.5564373317379591,0.5688545918549704,0.08223851363763236,0.2684692366229259,0.01719538286801016,0.030757774841809818,0.1713606333915455,0.235754361452634,0.11291063958728668,0.2007508376949075,0.19839607098211318,0.0920484857009387
0.26512193486789354,0.4509777121393941,0.503932262921181,0.27436463368070163,0.5740002122563246,0.5133266517125651,0.4143080751463749,0.6117595107563613,0.8381723003290453,0.6462909878546558,0.09477397052754073,0.318314003253771,0.006240259911777871,0.05382158755519245,0.10333674060423785,0.22674059092308477,0.20501357136070578,0.2342698620710673,0.19885005414129306,0.14221450853724096
0.304505429216745,0.6122522880736169,0.39487533645669753,0.2907235120461174,0.5280400009135084,0.432488585564519,0.4173691827675606,0.6203579343786969,0.6349596171103791,0.34498423750259083,0.08246634428431332,0.3611895592167533,0.05265343115243423,0.0,0.10837174549117312,0.17077148630840078,0.1703460418790533,0.260636600009303,0.2072400539132153,0.19091244744284655
0.3409136619298282,0.6200963511527345,0.39625655456863784,0.31408934707903746,0.5192824124140395,0.6681748039262486,0.34308179265681266,0.5950659045841594,0.7410320071791796,0.46323871069204836,0.1363035610765061,0.26218700678476436,0.09997870387490397,0.019428293610414583,0.11700336019540272,0.1395577627010438,0.11692940581321595,0.27376864061645356,0.14841122185548805,0.07577774540485974
0.3769589450882756,0.4453400691569809,0.43535344453223235,0.35604540925134276,0.532467829061115,0.5729362541561283,0.4852636474381445,0.5562630184466187,0.5152856715524982,0.5024054786294831,0.1031679195364181,0.3150745904346204,0.11403497186930461,0.06675420348424217,0.1371831969076998,0.241066686203044,0.11906418812790559,0.2302654478319385,0.20828052249334456,0.07451185267419874
