20200207_Oocyte1_before,20200211_Oocyte2_before,20200213_Oocyte1_before,20200217_Oocyte2_before,20200225_Oocyte2_before,20200207_Oocyte1_after,20200211_Oocyte2_after,20200213_Oocyte1_after,20200217_Oocyte2_after,20200225_Oocyte2_after
0.2113075660894263,0.3186482903529146,0.3229645410465319,0.5850127941655469,0.4823255260371969,0.2939063346903003,0.3983649958340397,0.5047172175593042,0.6099985910035576,0.4381165419347415
0.26025196401175316,0.28371102358355377,0.31434162803148863,0.6980070817419245,0.4313325630250903,0.3883673728276036,0.37452343938798294,0.5443459459952066,0.5229620071525111,0.43882021939872146
0.28465020831818816,0.32519863845548475,0.33782931745668543,0.7331028000953624,0.5068897789131819,0.30537376171969605,0.2584247981042176,0.5166919557827776,0.5367571946880833,0.3163263960565293
0.26916098444210396,0.3550133384201137,0.3227608986448271,0.6951848328130872,0.5609937773596574,0.32452025647826765,0.3562455139280137,0.45558570504233076,0.643886345897503,0.47051087942900255
0.27786574915939455,0.40393078400003074,0.3193017751015836,0.6587741071720581,0.5155349608515227,0.4053659774197638,0.38649110720765273,0.4573012640001456,0.6284175116010465,0.4098675480017119
0.2772806521291267,0.35120064952306634,0.2917015161848155,0.6331885878203924,0.5977083234861822,0.4393790435113537,0.45371996811507426,0.4336445489424137,0.6666763998657744,0.2898515803972482
0.2707731456058986,0.2775210956004782,0.2712891626996493,0.5738956106785221,0.6112390212567488,0.4585067982886071,0.3155453440433978,0.402889794132925,0.7001363574846446,0.31271929982294194
0.32803140507052225,0.35987230008425786,0.27333174074531996,0.5171650183199783,0.5876388875442977,0.4584476952706056,0.23494032397104406,0.3812573475134644,0.6658527858269788,0.31947676126153696
0.3231597050768863,0.2549109637691509,0.2848683065847547,0.4900271214703575,0.5144091111254112,0.4720413894110457,0.2663870123031088,0.322441926164894,0.57844309601013,0.35440289910320083
0.30888469588915246,0.26374365310713777,0.3299029285903304,0.4283759807984667,0.49508287837121384,0.5409367684199603,0.2225344187673811,0.3536625930685039,0.46682554955496103,0.3996648241585541
0.2746238185806793,0.24195069721163287,0.32218913344004063,0.517908206098313,0.6178728216914853,0.5677897201111718,0.18256644796877863,0.4816072942012738,0.46615164138815823,0.36575764005519157
0.2383727058020948,0.2732372724248893,0.2836968033178046,0.578093689311696,0.6008301789229772,0.5454213901029834,0.19919602376220472,0.5055112046732461,0.40681435174113023,0.3585242672823546
0.2587399183329313,0.3059084935493425,0.30770199060447684,0.6323579400705334,0.6171786331147883,0.6070946686194687,0.24579887248554508,0.44195122618038646,0.48518375352944354,0.34879385846612687
