 ,Value
1,3215.042
2,3249.704
3,3237.043
4,3219.955
5,3242.840
6,3252.042
7,3241.643
8,3226.324
9,3213.017
10,3276.269
11,3236.659
12,3247.707
13,3237.395
14,3249.285
15,3264.726
16,3214.264
17,3226.600
18,3227.271
19,3232.066
20,3227.118
21,3251.543
22,3233.315
23,3239.507
24,3203.860
25,3224.469
26,3243.267
27,3259.321
28,3253.444
29,3234.145
30,3216.783
31,3239.955
32,3214.661
33,3258.504
34,3272.641
35,3240.329
36,3207.057
37,3225.180
38,3262.149
39,3253.414
40,3261.835
41,3229.542
42,3233.620
43,3225.311
44,3218.658
45,3261.799
46,3266.681
47,3256.857
48,3227.456
49,3238.802
50,3261.608
51,3251.840
52,3239.765
53,3225.099
54,3264.548
55,3257.214
56,3214.673
57,3247.189
58,3255.618
59,3271.234
60,3279.009
61,3241.906
62,3231.526
63,3259.845
64,3255.395
65,3241.278
66,3245.761
67,3241.038
68,3254.947
69,3264.538
70,3239.429
71,3250.499
72,3277.079
73,3326.985
74,3293.904
75,3228.751
76,3220.857
77,3252.908
78,3243.274
79,3255.723
80,3246.162
81,3232.645
82,3244.104
83,3228.579
84,3245.744
85,3278.967
86,3236.549
87,3213.949
88,3225.898
