X	Y
164.000	456.000
164.896	456.443
165.793	456.885
166.689	457.328
167.585	457.771
168.482	458.214
169.378	458.657
170.274	459.100
171.169	459.544
172.065	459.988
172.961	460.432
173.856	460.877
174.751	461.322
175.646	461.767
176.541	462.213
177.435	462.660
178.329	463.107
179.223	463.555
180.117	464.003
181.010	464.452
181.903	464.901
182.796	465.351
183.688	465.802
184.580	466.254
185.471	466.706
186.362	467.159
187.253	467.613
188.143	468.068
189.033	468.524
189.922	468.980
190.811	469.438
191.700	469.896
192.588	470.355
193.475	470.815
194.362	471.276
195.249	471.738
196.135	472.201
197.020	472.665
197.905	473.130
198.790	473.596
199.674	474.063
200.557	474.530
201.440	474.999
202.323	475.469
203.204	475.940
204.085	476.413
204.965	476.887
205.844	477.363
206.722	477.841
207.600	478.320
208.476	478.802
209.350	479.286
210.224	479.772
211.096	480.261
211.967	480.752
212.836	481.245
213.704	481.742
214.570	482.241
215.434	482.744
216.296	483.250
217.157	483.759
218.015	484.271
218.871	484.787
219.725	485.307
220.577	485.831
221.426	486.359
222.272	486.890
223.116	487.426
223.957	487.967
224.795	488.512
225.629	489.062
226.461	489.617
227.289	490.177
228.113	490.743
228.934	491.314
229.751	491.890
230.563	492.473
231.371	493.061
232.175	493.656
232.973	494.258
233.767	494.866
234.555	495.481
235.337	496.103
236.114	496.732
236.884	497.370
237.648	498.015
238.404	498.668
239.154	499.330
239.895	500.001
240.628	500.680
241.352	501.369
242.067	502.068
242.772	502.777
243.467	503.495
244.151	504.224
244.825	504.963
245.487	505.712
246.138	506.471
246.777	507.240
247.404	508.018
248.018	508.807
248.620	509.605
249.210	510.412
249.787	511.228
250.351	512.054
250.902	512.888
251.440	513.730
251.964	514.581
252.476	515.440
252.974	516.307
253.459	517.181
253.930	518.063
254.388	518.951
254.834	519.846
255.266	520.748
255.685	521.655
256.092	522.568
256.486	523.487
256.868	524.411
257.238	525.340
257.596	526.273
257.942	527.211
258.276	528.153
258.600	529.099
258.913	530.048
259.216	531.001
259.508	531.957
259.790	532.916
260.063	533.878
260.326	534.842
260.580	535.809
260.826	536.778
261.062	537.749
261.291	538.723
261.512	539.698
261.725	540.674
261.930	541.653
262.128	542.633
262.318	543.614
262.502	544.597
262.679	545.581
262.849	546.566
263.012	547.552
263.169	548.539
263.319	549.528
263.464	550.517
263.603	551.507
263.735	552.498
263.863	553.489
263.984	554.481
264.100	555.474
264.211	556.468
264.316	557.462
264.417	558.457
264.512	559.452
264.602	560.447
264.688	561.443
264.768	562.440
264.845	563.437
264.916	564.434
264.983	565.431
265.046	566.429
265.104	567.427
265.158	568.425
265.208	569.424
265.253	570.422
265.295	571.421
265.332	572.420
265.366	573.419
265.396	574.418
265.422	575.418
265.444	576.417
265.462	577.417
265.477	578.416
265.488	579.416
265.496	580.416
265.500	581.415
265.500	582.415
265.497	583.415
265.491	584.414
265.480	585.414
265.466	586.413
265.448	587.413
265.426	588.412
265.399	589.412
265.368	590.411
265.332	591.410
265.292	592.409
265.246	593.407
265.196	594.406
265.140	595.404
265.079	596.402
265.012	597.399
264.940	598.396
264.862	599.393
264.777	600.389
264.687	601.385
264.590	602.380
264.487	603.374
264.377	604.368
264.261	605.360
264.137	606.353
264.007	607.344
263.869	608.334
263.724	609.323
263.571	610.311
263.411	611.298
263.243	612.283
263.067	613.267
262.883	614.250
262.690	615.231
262.490	616.210
262.281	617.188
262.064	618.164
261.838	619.137
261.603	620.109
261.360	621.079
261.108	622.046
260.846	623.011
260.576	623.973
260.297	624.933
260.008	625.890
259.710	626.845
259.403	627.796
259.087	628.744
258.762	629.690
258.428	630.632
258.085	631.571
257.735	632.507
257.376	633.440
257.010	634.371
256.637	635.298
256.256	636.222
255.869	637.144
255.474	638.063
255.074	638.979
254.667	639.892
254.254	640.802
253.835	641.710
253.411	642.615
252.981	643.518
252.547	644.418
252.107	645.316
251.663	646.211
251.214	647.105
250.761	647.996
250.304	648.885
249.842	649.771
249.377	650.656
248.908	651.539
248.436	652.420
247.961	653.300
247.482	654.178
247.001	655.054
246.517	655.928
246.030	656.801
245.540	657.673
245.049	658.544
244.555	659.413
244.059	660.281
243.562	661.148
243.062	662.014
242.562	662.879
242.059	663.744
241.556	664.607
241.051	665.470
240.546	666.333
240.040	667.195
239.532	668.056
239.025	668.917
238.517	669.778
238.008	670.639
237.500	671.500
