 ,Value
1,4446.790
2,4503.609
3,4555.364
4,4467.929
5,4372.471
6,4245.373
7,4267.728
8,4341.520
9,4369.809
10,4461.829
11,4573.469
12,4460.415
13,4347.157
14,4360.000
15,4374.498
16,4404.300
17,4438.027
18,4426.314
19,4335.803
20,4320.148
21,4293.203
22,4462.681
23,4371.492
24,4337.924
25,4405.980
26,4452.427
27,4350.352
28,4321.786
29,4347.174
30,4309.527
31,4262.403
32,4240.433
33,4334.279
34,4273.004
35,4268.863
36,4252.844
37,4364.475
38,4318.546
39,4167.707
40,4282.979
41,4198.255
42,4214.372
43,4168.999
44,4233.788
45,4277.504
46,4205.266
47,4134.634
48,4218.395
49,4120.503
50,4005.845
51,4095.246
52,4134.084
53,4152.799
54,4080.318
55,4147.576
56,4205.489
57,4122.737
58,4192.593
59,4207.673
60,4109.512
61,4089.258
62,4168.712
63,4107.660
64,4145.427
65,4140.938
66,4140.990
67,3993.746
68,4190.208
69,4186.885
70,4286.875
71,4244.339
72,4281.785
73,4230.048
74,4273.189
75,4111.262
76,4143.666
77,4073.887
78,4052.335
79,4062.689
80,4041.315
81,4037.100
82,4018.758
83,3994.120
84,4066.930
85,4043.941
86,4015.184
87,4040.236
88,4090.170
89,4057.038
90,4071.356
91,4062.467
92,4162.079
93,4157.197
94,4038.211
95,4110.151
96,4039.289
97,4085.051
98,4076.892
99,4041.609
100,4026.686
101,4029.118
102,4005.945
103,4002.733
104,3960.934
105,3991.261
106,4012.515
107,3922.031
108,4044.946
109,4032.321
110,3957.371
111,3948.711
112,4020.794
113,3951.364
114,4001.397
115,3983.200
116,3981.220
117,3995.214
118,3976.580
119,4082.454
120,3991.768
121,3902.437
122,3904.755
123,3908.147
124,3887.171
125,3958.179
126,3960.029
127,3936.601
128,3970.464
129,4041.337
130,4067.943
131,4037.848
132,4090.527
133,4056.671
134,4066.400
135,4174.734
136,4105.146
137,4105.732
138,4191.678
139,4197.230
140,4151.542
141,4136.002
142,4211.639
143,4186.214
144,4137.138
145,4187.465
146,4179.532
147,4223.712
148,4274.640
149,4211.956
150,4313.165
151,4405.288
152,4346.389
153,4386.913
154,4470.306
155,4463.005
156,4390.608
157,4389.048
158,4425.008
159,4477.767
160,4475.272
161,4522.987
