X	Y
175.000	483.000
175.869	483.497
176.737	483.995
177.606	484.493
178.474	484.991
179.342	485.490
180.209	485.990
181.076	486.490
181.942	486.992
182.807	487.495
183.672	488.000
184.536	488.506
185.398	489.014
186.260	489.524
187.120	490.035
187.979	490.550
188.836	491.066
189.692	491.585
190.546	492.107
191.399	492.632
192.249	493.160
193.098	493.691
193.944	494.225
194.788	494.764
195.630	495.305
196.469	495.851
197.305	496.401
198.139	496.955
198.970	497.513
199.798	498.076
200.622	498.644
201.443	499.217
202.260	499.795
203.074	500.378
203.884	500.966
204.689	501.560
205.491	502.160
206.288	502.766
207.080	503.378
207.867	503.996
208.650	504.620
209.427	505.252
210.198	505.889
210.964	506.534
211.724	507.185
212.478	507.843
213.226	508.508
213.968	509.181
214.703	509.860
215.431	510.547
216.153	511.241
216.867	511.942
217.574	512.651
218.273	513.367
218.965	514.091
219.649	514.821
220.326	515.559
220.994	516.305
221.654	517.057
222.305	517.817
222.948	518.584
223.583	519.359
224.209	520.140
224.825	520.928
225.433	521.723
226.032	522.525
226.622	523.334
227.203	524.149
227.775	524.971
228.337	525.799
228.890	526.633
229.434	527.474
229.968	528.320
230.493	529.173
231.009	530.031
231.515	530.894
232.012	531.763
232.500	532.637
232.979	533.516
233.448	534.401
233.908	535.290
234.359	536.183
234.802	537.081
235.237	537.982
235.663	538.888
236.083	539.797
236.495	540.709
236.900	541.624
237.299	542.543
237.691	543.463
238.078	544.387
238.458	545.313
238.833	546.241
239.202	547.171
239.566	548.104
239.925	549.038
240.279	549.974
240.629	550.912
240.974	551.852
241.315	552.793
241.652	553.736
241.985	554.680
242.314	555.625
242.640	556.572
242.962	557.520
243.281	558.468
243.597	559.418
243.910	560.369
244.220	561.321
244.527	562.273
244.832	563.227
245.134	564.181
245.435	565.136
245.733	566.092
246.030	567.048
246.325	568.004
246.618	568.961
246.910	569.919
247.201	570.877
247.491	571.835
247.780	572.793
248.068	573.752
248.357	574.710
248.645	575.669
248.934	576.627
249.223	577.585
249.513	578.543
249.804	579.501
250.096	580.459
250.387	581.417
250.675	582.375
250.961	583.335
251.242	584.295
251.517	585.258
251.784	586.223
252.041	587.190
252.288	588.160
252.522	589.133
252.741	590.110
252.944	591.090
253.129	592.074
253.294	593.061
253.439	594.052
253.563	595.045
253.664	596.041
253.742	597.039
253.796	598.038
253.828	599.039
253.836	600.040
253.822	601.041
253.786	602.041
253.728	603.040
253.650	604.038
253.552	605.034
253.436	606.029
253.302	607.021
253.153	608.010
252.989	608.998
252.813	609.983
252.624	610.966
252.425	611.947
252.216	612.926
251.998	613.903
251.771	614.878
251.535	615.851
251.293	616.822
251.043	617.792
250.786	618.759
250.523	619.725
250.255	620.689
249.981	621.652
249.701	622.613
249.417	623.573
249.128	624.531
248.834	625.488
248.537	626.444
248.235	627.398
247.929	628.352
247.620	629.304
247.308	630.255
246.992	631.205
246.672	632.153
246.350	633.101
246.026	634.048
245.698	634.994
245.368	635.939
245.035	636.883
244.701	637.826
244.363	638.769
244.024	639.711
243.683	640.652
243.340	641.592
242.996	642.532
242.650	643.471
242.302	644.410
241.953	645.348
241.602	646.286
241.251	647.223
240.899	648.160
240.546	649.097
240.192	650.033
239.837	650.969
239.483	651.905
239.128	652.841
238.773	653.778
238.419	654.714
238.066	655.650
237.713	656.587
237.361	657.524
237.009	658.461
236.659	659.399
236.309	660.337
235.960	661.275
235.612	662.214
235.265	663.153
234.919	664.092
234.574	665.032
234.230	665.972
233.886	666.912
233.544	667.852
233.202	668.793
232.860	669.734
232.520	670.675
232.180	671.617
231.840	672.558
231.500	673.500
