 ,Value
1,3501.424
2,3496.211
3,3445.168
4,3398.833
5,3453.748
6,3401.256
7,3468.781
8,3449.092
9,3397.782
10,3461.264
11,3479.532
12,3462.591
13,3446.083
14,3426.333
15,3475.068
16,3448.283
17,3420.131
18,3431.729
19,3402.777
20,3417.529
21,3441.548
22,3458.862
23,3416.009
24,3433.391
25,3435.329
26,3391.081
27,3476.202
28,3454.700
29,3420.526
30,3396.406
31,3425.312
32,3448.263
33,3407.915
34,3407.263
35,3400.146
36,3435.298
37,3470.775
38,3335.605
39,3367.714
40,3389.184
41,3447.445
42,3416.783
43,3454.642
44,3376.508
45,3357.437
46,3359.623
47,3393.102
