X	Y
172.500	474.500
172.080	475.406
171.660	476.312
171.243	477.220
170.830	478.129
170.421	479.040
170.017	479.953
169.620	480.870
169.232	481.790
168.852	482.713
168.482	483.641
168.123	484.573
167.776	485.509
167.443	486.451
167.124	487.397
166.821	488.349
166.534	489.305
166.264	490.266
166.012	491.233
165.779	492.204
165.566	493.180
165.372	494.159
165.199	495.143
165.044	496.129
164.905	497.118
164.782	498.109
164.672	499.102
164.575	500.096
164.489	501.091
164.413	502.087
164.346	503.083
164.287	504.080
164.235	505.077
164.188	506.075
164.145	507.072
164.107	508.070
164.071	509.068
164.038	510.067
164.006	511.065
163.975	512.063
163.944	513.061
163.913	514.059
163.880	515.057
163.846	516.055
163.810	517.053
163.772	518.051
163.730	519.049
163.686	520.047
163.637	521.044
163.585	522.042
163.528	523.039
163.466	524.035
163.400	525.032
163.331	526.028
163.257	527.024
163.181	528.020
163.102	529.015
163.020	530.011
162.936	531.006
162.851	532.001
162.765	532.996
162.677	533.991
162.589	534.985
162.500	535.980
162.411	536.975
162.322	537.969
162.234	538.964
162.146	539.959
162.059	540.954
161.973	541.949
161.888	542.944
161.805	543.939
161.723	544.934
161.643	545.930
161.566	546.925
161.490	547.921
161.418	548.917
161.347	549.913
161.280	550.910
161.216	551.906
161.155	552.903
161.098	553.900
161.044	554.897
160.994	555.895
160.948	556.893
160.907	557.890
160.870	558.888
160.837	559.886
160.809	560.885
160.786	561.883
160.768	562.882
160.755	563.880
160.748	564.879
160.747	565.877
160.751	566.876
160.762	567.875
160.779	568.873
160.802	569.872
160.832	570.870
160.869	571.868
160.912	572.866
160.963	573.863
161.021	574.860
161.087	575.856
161.160	576.852
161.242	577.848
161.332	578.842
161.430	579.836
161.537	580.829
161.652	581.821
161.775	582.812
161.908	583.802
162.048	584.791
162.196	585.778
162.353	586.765
162.517	587.750
162.688	588.734
162.867	589.716
163.053	590.697
163.246	591.677
163.447	592.655
163.654	593.632
163.867	594.608
164.088	595.582
164.314	596.554
164.547	597.526
164.786	598.495
165.030	599.464
165.281	600.430
165.537	601.396
165.798	602.359
166.065	603.322
166.337	604.283
166.614	605.242
166.896	606.200
167.183	607.157
167.474	608.112
167.770	609.066
168.070	610.018
168.374	610.970
168.682	611.920
168.995	612.868
169.311	613.815
169.631	614.761
169.954	615.706
170.281	616.650
170.611	617.592
170.944	618.534
171.281	619.474
171.620	620.413
171.963	621.352
172.308	622.289
172.655	623.225
173.005	624.160
173.358	625.095
173.713	626.028
174.069	626.961
174.429	627.893
174.789	628.824
175.152	629.754
175.517	630.684
175.883	631.613
176.251	632.542
176.620	633.470
176.990	634.397
177.362	635.324
177.734	636.251
178.108	637.177
178.483	638.102
178.858	639.028
179.234	639.953
179.611	640.878
179.988	641.802
180.366	642.727
180.744	643.651
181.122	644.576
181.500	645.500
