 ,Value
1,3236.334
2,3232.687
3,3254.338
4,3261.682
5,3235.665
6,3236.958
7,3210.275
8,3210.889
9,3231.179
10,3211.294
11,3210.567
12,3214.498
13,3221.220
14,3212.159
15,3241.060
16,3265.629
17,3256.527
18,3228.397
19,3224.036
20,3195.756
21,3202.789
22,3223.312
23,3232.252
24,3220.612
25,3251.319
26,3248.184
27,3229.897
28,3236.507
29,3224.856
30,3231.831
31,3225.076
32,3233.154
33,3224.686
34,3247.125
35,3237.465
36,3206.007
37,3246.502
38,3249.536
39,3240.739
40,3248.915
41,3244.929
42,3249.934
43,3199.830
44,3230.455
45,3281.762
46,3273.328
47,3242.746
48,3224.786
49,3232.152
50,3236.245
51,3238.487
52,3223.417
53,3219.395
54,3241.300
55,3219.336
56,3215.116
57,3220.930
58,3223.336
59,3221.446
60,3262.688
61,3273.362
62,3211.213
63,3185.262
64,3208.885
65,3205.077
66,3189.365
67,3228.200
68,3212.006
69,3204.806
70,3240.381
71,3229.220
72,3245.401
73,3251.995
74,3264.947
75,3271.874
76,3246.911
77,3248.366
78,3227.074
79,3207.857
80,3218.726
81,3239.442
82,3239.056
83,3256.934
84,3259.593
85,3262.089
86,3263.462
87,3253.032
88,3214.665
89,3196.818
90,3221.411
91,3192.428
92,3225.200
