 ,Value
1,3194.831
2,3212.736
3,3222.951
4,3237.961
5,3223.430
6,3206.742
7,3210.772
8,3224.230
9,3212.281
10,3231.178
11,3214.446
12,3203.672
13,3240.554
14,3259.497
15,3242.092
16,3220.826
17,3224.007
18,3211.836
19,3203.700
20,3230.169
21,3218.926
22,3177.659
23,3177.004
24,3186.580
25,3202.785
26,3218.405
27,3213.742
28,3211.039
29,3215.759
30,3219.317
31,3210.214
32,3210.439
33,3221.917
34,3246.024
35,3227.570
36,3200.348
37,3201.315
38,3222.362
39,3241.120
40,3223.861
41,3220.771
42,3207.688
43,3206.006
44,3211.361
45,3213.573
46,3196.529
47,3235.726
48,3245.384
49,3240.596
50,3196.580
51,3178.737
52,3206.738
53,3228.004
54,3244.469
55,3231.644
56,3202.310
57,3216.571
58,3242.758
59,3208.253
60,3228.377
61,3220.241
62,3191.537
63,3182.559
64,3184.270
65,3177.299
66,3220.341
67,3237.740
68,3233.611
69,3227.897
70,3192.812
71,3197.099
72,3211.960
73,3231.163
74,3176.084
75,3202.599
76,3190.788
77,3217.480
78,3229.728
79,3202.150
80,3189.236
81,3204.564
82,3213.126
83,3213.219
84,3207.850
85,3201.972
86,3198.163
87,3176.388
88,3180.045
89,3206.470
90,3219.941
91,3231.555
92,3204.801
93,3219.791
94,3231.948
95,3227.970
96,3190.781
97,3184.428
98,3206.926
99,3222.581
100,3210.356
101,3233.862
