 ,Value
1,3240.992
2,3198.198
3,3217.091
4,3210.394
5,3206.674
6,3215.764
7,3207.705
8,3243.135
9,3218.630
10,3184.591
11,3195.157
12,3233.081
13,3211.811
14,3245.327
15,3225.569
16,3235.366
17,3218.427
18,3231.291
19,3243.424
20,3241.046
21,3260.933
22,3237.621
23,3222.498
24,3222.861
25,3216.643
26,3207.133
27,3213.860
28,3223.883
29,3231.521
30,3197.055
31,3173.993
32,3166.002
33,3212.647
34,3259.018
35,3201.056
36,3224.106
37,3236.481
38,3230.009
39,3226.117
40,3240.081
41,3257.135
42,3271.521
43,3245.674
44,3220.022
45,3220.009
46,3213.880
47,3238.988
48,3248.967
49,3252.874
50,3256.348
51,3189.633
52,3210.648
53,3227.706
54,3230.697
55,3227.916
56,3196.800
57,3237.469
58,3225.731
59,3224.189
60,3236.267
61,3243.529
62,3233.629
63,3204.543
64,3211.524
65,3212.663
66,3208.871
67,3198.619
68,3205.443
69,3214.762
70,3200.350
71,3229.068
72,3196.346
73,3204.557
74,3227.137
75,3247.977
76,3257.592
77,3256.982
78,3228.453
79,3232.275
80,3202.861
81,3210.199
82,3207.836
83,3240.979
84,3253.204
85,3243.834
86,3215.965
87,3214.469
88,3238.496
89,3233.254
90,3233.661
91,3199.903
92,3212.067
