 ,Value
1,3284.552
2,3309.292
3,3316.669
4,3282.711
5,3284.075
6,3230.967
7,3244.077
8,3245.203
9,3225.555
10,3283.226
11,3271.258
12,3271.746
13,3214.824
14,3242.719
15,3264.117
16,3241.232
17,3247.608
18,3229.189
19,3252.315
20,3246.486
21,3239.742
22,3247.361
23,3253.821
24,3261.661
25,3279.315
26,3281.961
27,3256.476
28,3238.298
29,3255.626
30,3267.510
31,3255.130
32,3283.294
33,3263.093
34,3265.468
35,3280.934
36,3251.163
37,3244.607
38,3214.448
39,3198.136
40,3253.744
41,3249.847
42,3240.739
43,3248.576
44,3266.619
45,3270.246
46,3264.055
47,3232.708
48,3222.005
49,3268.596
50,3253.323
51,3234.810
52,3230.545
53,3220.313
54,3237.569
55,3254.169
56,3273.884
57,3251.310
58,3251.222
59,3264.937
60,3213.737
61,3221.622
62,3239.213
63,3215.179
64,3229.418
65,3266.231
66,3229.606
67,3194.661
68,3222.979
69,3221.361
70,3240.834
71,3212.181
72,3218.098
73,3258.693
74,3209.367
75,3211.481
76,3221.510
77,3238.331
78,3253.066
79,3283.439
80,3265.500
81,3247.392
82,3243.661
83,3244.354
84,3234.963
