 ,Value
1,3308.002
2,3327.615
3,3318.005
4,3265.172
5,3273.995
6,3286.992
7,3289.140
8,3269.496
9,3294.074
10,3259.197
11,3315.872
12,3308.213
13,3290.919
14,3299.110
15,3317.047
16,3290.695
17,3288.790
18,3313.004
19,3315.326
20,3299.733
21,3275.567
22,3295.950
23,3298.734
24,3309.915
25,3281.618
26,3282.483
27,3322.259
28,3345.869
29,3313.898
30,3338.037
31,3340.316
32,3322.069
33,3365.796
34,3364.460
35,3353.742
36,3351.361
37,3338.535
38,3386.247
39,3385.673
40,3400.663
41,3455.598
42,3423.192
43,3443.809
44,3435.762
45,3413.267
46,3423.142
47,3396.967
48,3422.331
49,3403.347
50,3394.824
51,3367.102
52,3393.257
53,3414.677
54,3386.959
55,3401.222
56,3401.913
57,3411.031
58,3384.394
59,3391.380
60,3398.319
61,3391.128
62,3400.808
63,3393.779
64,3381.208
65,3368.982
66,3389.455
67,3363.038
68,3354.880
69,3326.055
70,3358.137
71,3358.695
72,3352.567
73,3349.254
74,3313.923
75,3342.798
76,3359.687
77,3360.199
78,3343.904
79,3358.041
80,3346.179
81,3321.606
82,3309.193
83,3337.321
84,3354.418
85,3321.250
86,3347.847
87,3351.938
88,3325.533
89,3341.368
90,3324.746
91,3325.536
92,3319.377
93,3345.759
94,3326.617
95,3325.298
96,3281.107
97,3309.866
