 ,Value
1,3408.808
2,3412.083
3,3416.558
4,3372.615
5,3346.220
6,3316.491
7,3314.713
8,3367.454
9,3393.549
10,3399.062
11,3349.514
12,3307.924
13,3366.674
14,3373.534
15,3368.847
16,3310.028
17,3362.870
18,3407.645
19,3419.730
20,3309.536
21,3313.175
22,3344.925
23,3336.821
24,3380.334
25,3409.229
26,3378.459
27,3361.274
28,3363.707
29,3347.290
30,3330.554
31,3358.601
32,3379.755
33,3420.742
34,3385.802
35,3425.120
36,3408.494
37,3393.922
38,3375.849
39,3394.922
40,3380.706
41,3372.595
42,3373.853
43,3433.300
44,3464.503
45,3438.753
46,3400.374
47,3378.356
48,3398.805
49,3392.575
50,3373.635
51,3340.214
52,3390.297
53,3409.947
54,3341.375
55,3333.982
56,3361.069
57,3422.031
58,3333.003
59,3313.859
60,3315.721
