 ,Value
1,3392.158
2,3369.649
3,3410.714
4,3408.096
5,3425.852
6,3387.593
7,3361.507
8,3318.803
9,3303.854
10,3370.991
11,3368.461
12,3368.762
13,3375.907
14,3393.546
15,3397.055
16,3392.675
17,3386.343
18,3378.606
19,3380.802
20,3351.053
21,3373.625
22,3358.423
23,3351.967
24,3365.863
25,3412.768
26,3379.001
27,3356.228
28,3352.943
29,3387.225
30,3382.172
31,3347.763
32,3343.991
33,3343.396
34,3346.576
35,3337.829
36,3347.727
37,3380.028
38,3414.010
39,3413.608
40,3412.039
41,3424.081
42,3447.270
43,3449.284
44,3441.830
45,3454.063
46,3433.702
47,3444.805
48,3374.591
49,3391.493
50,3451.152
51,3503.433
52,3513.466
53,3492.465
54,3432.150
55,3390.761
56,3399.376
57,3382.179
58,3398.510
59,3405.473
60,3346.373
61,3451.444
62,3505.112
63,3443.523
64,3405.312
65,3412.209
66,3458.162
67,3468.057
68,3390.769
69,3441.068
70,3421.114
71,3470.715
72,3452.430
73,3447.127
74,3393.756
75,3411.759
76,3423.031
77,3406.039
78,3449.793
79,3429.313
80,3387.545
81,3427.946
82,3422.446
83,3399.887
84,3397.254
85,3388.477
86,3391.450
87,3413.531
88,3406.450
89,3415.717
90,3394.517
91,3438.052
92,3441.272
93,3420.811
94,3457.302
95,3437.966
96,3490.340
97,3447.669
98,3468.013
99,3484.439
100,3574.932
101,3572.893
102,3560.470
103,3515.904
104,3487.250
105,3531.098
106,3521.744
107,3499.965
108,3482.555
109,3472.604
110,3482.025
111,3439.265
112,3420.385
113,3415.458
114,3354.089
115,3376.178
116,3387.463
117,3410.712
118,3444.289
119,3404.259
120,3443.344
121,3409.963
122,3431.725
123,3468.802
124,3421.275
125,3433.382
126,3585.675
127,3481.456
128,3459.664
129,3498.592
130,3505.659
131,3461.069
132,3411.215
133,3459.729
134,3414.410
135,3439.775
136,3436.251
137,3464.499
138,3459.752
139,3470.666
140,3479.055
141,3480.416
142,3497.649
143,3594.321
144,3547.063
145,3545.134
146,3496.128
147,3476.573
148,3548.918
149,3520.539
150,3575.295
151,3592.594
152,3663.300
153,3677.633
154,3606.518
155,3493.431
156,3526.778
157,3533.576
158,3550.523
159,3567.202
160,3506.638
161,3489.496
162,3517.348
163,3442.214
164,3411.956
165,3395.721
166,3428.297
167,3423.776
168,3451.987
169,3389.574
170,3377.581
171,3376.957
172,3460.945
173,3397.057
174,3362.573
175,3389.389
176,3364.922
177,3379.498
