X	Y
498.000	226.000
498.851	226.523
499.703	227.047
500.554	227.569
501.406	228.092
502.258	228.613
503.112	229.133
503.965	229.652
504.820	230.170
505.676	230.686
506.532	231.200
507.390	231.712
508.250	232.222
509.111	232.730
509.973	233.235
510.837	233.737
511.703	234.235
512.570	234.731
513.440	235.223
514.312	235.711
515.186	236.195
516.062	236.676
516.941	237.152
517.822	237.623
518.706	238.089
519.592	238.551
520.481	239.007
521.373	239.458
522.268	239.903
523.165	240.342
524.066	240.775
524.969	241.202
525.876	241.622
526.785	242.036
527.698	242.443
528.614	242.842
529.533	243.235
530.455	243.619
531.380	243.996
532.309	244.366
533.240	244.729
534.173	245.085
535.109	245.436
536.047	245.780
536.987	246.118
537.929	246.452
538.873	246.780
539.818	247.104
540.765	247.424
541.713	247.740
542.662	248.052
543.612	248.361
544.564	248.667
545.516	248.970
546.469	249.271
547.422	249.570
548.376	249.867
549.331	250.163
550.285	250.458
551.240	250.752
552.195	251.045
553.151	251.338
554.106	251.632
555.061	251.925
556.016	252.220
556.970	252.515
557.925	252.812
558.878	253.110
559.831	253.410
560.784	253.712
561.736	254.017
562.686	254.324
563.636	254.634
564.585	254.947
565.533	255.264
566.479	255.584
567.425	255.909
568.368	256.237
569.310	256.570
570.251	256.907
571.190	257.248
572.128	257.592
573.065	257.940
574.001	258.290
574.936	258.643
575.870	258.998
576.803	259.355
577.736	259.715
578.667	260.075
579.599	260.437
580.530	260.800
581.461	261.164
582.391	261.528
583.322	261.892
584.252	262.256
585.183	262.620
586.114	262.983
587.045	263.345
587.977	263.706
588.909	264.066
589.842	264.424
590.776	264.780
591.710	265.134
592.646	265.485
593.582	265.834
594.520	266.179
595.458	266.522
596.398	266.861
597.340	267.196
598.283	267.526
599.227	267.853
600.173	268.175
601.121	268.492
602.070	268.803
603.021	269.110
603.974	269.410
604.929	269.704
605.886	269.992
606.845	270.274
607.805	270.548
608.768	270.815
609.733	271.075
610.700	271.327
611.669	271.573
612.639	271.810
613.611	272.041
614.585	272.266
615.560	272.483
616.537	272.694
617.515	272.899
618.494	273.098
619.475	273.291
620.456	273.479
621.439	273.660
622.422	273.837
623.407	274.008
624.392	274.174
625.378	274.335
626.365	274.492
627.353	274.644
628.341	274.792
629.330	274.936
630.319	275.075
631.309	275.211
632.300	275.344
633.291	275.473
634.282	275.598
635.274	275.721
636.266	275.841
637.258	275.957
638.251	276.072
639.244	276.184
640.237	276.294
641.230	276.401
642.224	276.507
643.218	276.611
644.212	276.714
645.206	276.815
646.200	276.915
647.194	277.014
648.189	277.112
649.183	277.210
650.178	277.307
651.172	277.404
652.167	277.500
