 ,Value
1,3544.687
2,3527.445
3,3590.117
4,3550.058
5,3512.508
6,3576.660
7,3522.336
8,3579.864
9,3611.553
10,3561.407
11,3491.600
12,3484.822
13,3505.135
14,3535.421
15,3579.247
16,3553.203
17,3569.325
18,3587.599
19,3670.801
20,3730.772
21,3633.229
22,3620.228
23,3586.830
24,3591.432
25,3652.062
26,3599.900
27,3601.371
28,3604.767
29,3598.071
30,3537.567
31,3581.509
32,3578.341
33,3508.337
34,3520.808
35,3529.604
36,3603.160
37,3695.690
38,3685.527
39,3604.633
40,3573.128
41,3504.851
42,3580.952
43,3616.253
44,3608.035
45,3656.304
46,3668.782
47,3643.712
48,3694.658
49,3666.209
50,3667.258
51,3648.180
52,3700.930
53,3676.307
54,3598.664
55,3606.413
56,3581.212
57,3552.452
58,3571.095
59,3542.963
60,3558.573
61,3581.020
62,3568.994
63,3587.775
64,3604.356
65,3666.070
66,3553.832
67,3588.317
68,3611.083
69,3518.032
70,3589.533
71,3531.970
72,3496.917
73,3578.931
74,3582.933
75,3571.266
76,3575.683
77,3602.477
78,3567.686
79,3584.484
80,3560.831
81,3620.425
82,3648.509
83,3702.313
84,3707.448
85,3659.707
86,3621.573
87,3695.149
88,3773.913
89,3698.495
90,3638.040
91,3716.087
92,3687.174
93,3717.485
94,3764.104
95,3731.470
96,3680.314
97,3629.564
98,3621.854
99,3570.311
100,3602.820
101,3633.699
102,3655.739
103,3575.558
104,3599.082
105,3688.176
106,3637.082
107,3664.474
108,3663.740
109,3670.522
110,3611.110
111,3613.096
112,3672.157
113,3599.887
114,3545.574
115,3604.847
116,3657.049
117,3628.057
118,3688.093
119,3656.866
120,3632.313
121,3619.721
122,3673.542
123,3694.532
124,3584.633
125,3608.508
126,3584.914
127,3609.913
128,3600.208
129,3621.335
130,3677.671
131,3688.621
132,3636.521
133,3684.145
134,3652.979
135,3658.011
136,3722.559
137,3623.414
138,3665.049
139,3616.124
140,3668.257
141,3668.652
142,3768.227
143,3725.677
144,3706.696
145,3717.228
146,3667.603
147,3693.780
148,3654.364
149,3581.318
150,3640.154
151,3677.113
152,3677.144
153,3644.932
154,3686.868
155,3668.594
156,3649.694
157,3688.997
158,3701.305
159,3710.282
160,3704.004
161,3794.490
162,3744.085
163,3741.350
164,3715.664
165,3773.464
166,3883.011
167,3889.555
168,3953.781
169,4100.353
170,4041.425
171,4112.381
172,4021.476
173,3857.084
174,3824.824
175,3853.750
176,3755.783
177,3687.112
178,3722.216
179,3662.784
180,3685.315
181,3700.899
182,3578.500
183,3590.614
184,3600.327
185,3576.486
186,3534.079
187,3518.871
188,3543.856
189,3540.491
190,3567.865
191,3600.481
192,3598.400
193,3555.359
194,3591.080
195,3629.257
196,3601.082
197,3556.331
198,3470.721
199,3459.988
200,3538.464
201,3522.220
202,3512.015
203,3606.493
204,3540.807
205,3563.331
