 ,Value
1,3325.413
2,3323.212
3,3294.735
4,3291.405
5,3292.655
6,3278.694
7,3303.060
8,3337.425
9,3340.330
10,3328.399
11,3328.455
12,3319.308
13,3297.701
14,3325.816
15,3370.559
16,3371.581
17,3335.736
18,3342.544
19,3368.227
20,3302.292
21,3253.880
22,3310.869
23,3328.148
24,3317.909
25,3360.560
26,3345.527
27,3345.453
28,3343.606
29,3354.039
30,3359.646
31,3321.819
32,3303.974
33,3277.319
34,3307.165
35,3344.735
36,3376.134
37,3337.272
38,3336.577
39,3330.850
40,3370.164
41,3366.203
42,3397.026
43,3314.948
44,3330.789
45,3385.324
46,3380.564
47,3349.728
48,3313.895
49,3310.505
50,3323.315
51,3359.205
52,3362.824
53,3332.348
54,3287.835
55,3272.570
56,3279.079
57,3329.124
58,3356.645
59,3370.870
60,3353.130
61,3358.913
62,3351.042
63,3324.635
64,3356.423
65,3383.302
66,3391.631
67,3345.777
68,3314.856
69,3375.191
70,3367.076
71,3360.864
72,3375.932
73,3352.577
74,3342.904
75,3272.761
76,3294.679
77,3302.071
78,3343.467
79,3350.700
80,3340.148
81,3315.838
82,3258.704
83,3325.816
84,3367.526
85,3377.367
86,3340.787
87,3322.446
88,3317.866
89,3336.675
90,3333.787
91,3337.141
92,3343.370
93,3343.498
94,3353.690
95,3395.547
96,3342.686
97,3320.579
98,3328.711
99,3308.453
100,3347.806
101,3346.915
102,3346.090
103,3351.175
104,3409.115
105,3378.064
106,3388.955
107,3365.395
108,3391.544
109,3404.074
110,3340.469
111,3318.683
112,3373.489
113,3331.558
114,3398.222
115,3398.836
116,3416.251
117,3403.591
118,3361.645
119,3359.850
120,3373.903
121,3350.978
122,3385.567
123,3346.358
124,3349.699
125,3348.338
126,3342.013
127,3362.657
128,3365.063
129,3359.365
130,3317.839
131,3319.712
132,3356.973
133,3369.366
134,3324.717
135,3282.187
136,3365.035
137,3370.687
138,3364.420
139,3336.375
140,3331.419
141,3307.627
142,3286.752
143,3276.054
144,3324.644
145,3393.889
146,3365.764
147,3367.642
148,3350.625
149,3295.340
150,3345.086
151,3379.643
152,3318.338
153,3353.615
154,3332.055
155,3377.362
156,3351.114
157,3341.956
158,3332.107
159,3309.477
160,3304.369
161,3325.736
162,3339.690
163,3321.867
164,3325.379
165,3305.784
166,3287.039
167,3287.095
168,3314.070
169,3367.468
170,3359.208
171,3347.494
