 ,Value
1,3327.885
2,3342.942
3,3391.889
4,3374.238
5,3385.095
6,3336.812
7,3308.057
8,3319.471
9,3355.172
10,3387.854
11,3329.936
12,3354.825
13,3353.874
14,3353.620
15,3295.190
16,3277.741
17,3354.020
18,3313.368
19,3319.942
20,3286.622
21,3291.150
22,3349.096
23,3357.382
24,3365.848
25,3334.906
26,3304.564
27,3297.919
28,3322.642
29,3289.210
30,3354.386
31,3351.614
32,3361.412
33,3353.683
34,3356.904
35,3317.164
36,3333.156
37,3361.649
38,3322.021
39,3349.993
40,3351.397
41,3325.844
42,3324.652
43,3347.893
44,3321.555
45,3337.120
46,3370.948
47,3317.054
48,3329.196
49,3360.491
50,3349.431
51,3330.893
52,3332.177
53,3360.426
54,3337.041
55,3362.144
56,3366.690
57,3366.356
58,3340.387
59,3371.263
60,3353.192
61,3370.038
62,3362.333
63,3349.042
64,3373.146
65,3359.923
66,3373.813
67,3376.937
68,3366.298
69,3383.430
70,3347.527
71,3389.025
72,3348.262
73,3378.473
74,3362.654
75,3310.884
76,3323.806
77,3345.833
78,3377.678
79,3320.435
80,3337.297
