 ,Value
1,3544.463
2,3547.014
3,3524.203
4,3460.162
5,3525.648
6,3531.899
7,3513.946
8,3550.190
9,3519.045
10,3516.825
11,3535.706
12,3454.846
13,3414.026
14,3397.858
15,3464.100
16,3445.573
17,3459.458
18,3440.355
19,3437.634
20,3494.957
21,3526.512
22,3496.444
23,3506.653
24,3470.635
25,3486.431
26,3526.375
27,3518.918
28,3490.547
29,3559.907
30,3593.844
31,3593.969
32,3573.267
33,3528.699
34,3541.857
35,3590.766
36,3536.849
37,3556.513
38,3522.390
39,3526.584
40,3521.378
41,3476.809
42,3533.538
43,3584.729
44,3576.212
45,3575.252
46,3541.648
47,3489.275
48,3531.062
49,3554.658
50,3552.864
51,3541.061
52,3546.434
53,3621.063
54,3512.530
55,3520.706
56,3497.373
57,3518.897
58,3544.249
59,3541.014
60,3543.631
61,3540.669
62,3557.670
63,3556.561
64,3546.995
65,3577.941
66,3510.455
67,3503.456
68,3518.313
69,3537.152
70,3542.570
71,3527.754
72,3533.015
73,3535.388
74,3484.364
75,3523.205
76,3474.183
77,3504.612
78,3532.181
79,3542.062
80,3492.068
81,3448.321
82,3514.672
83,3510.693
84,3563.062
85,3530.062
86,3524.350
87,3468.308
88,3465.025
89,3455.402
90,3432.296
91,3474.858
92,3492.173
93,3525.854
94,3529.714
95,3520.420
96,3454.700
