 ,Value
1,3460.562
2,3442.111
3,3435.389
4,3419.503
5,3428.001
6,3472.879
7,3517.279
8,3555.066
9,3521.952
10,3494.632
11,3473.569
12,3429.553
13,3464.676
14,3490.357
15,3437.866
16,3422.857
17,3437.557
18,3460.375
19,3487.087
20,3427.871
21,3458.546
22,3461.364
23,3487.904
24,3545.814
25,3592.695
26,3508.499
27,3459.648
28,3531.309
29,3531.583
30,3493.518
31,3466.705
32,3504.239
33,3534.820
34,3522.354
35,3488.998
36,3496.708
37,3512.097
38,3517.818
39,3537.296
40,3529.949
41,3473.895
42,3492.349
43,3454.529
44,3461.217
45,3473.286
46,3482.213
47,3477.584
48,3426.390
49,3420.596
50,3486.277
51,3511.485
52,3470.824
53,3518.273
54,3492.631
55,3452.857
56,3462.259
57,3457.174
58,3431.825
59,3452.738
60,3431.997
61,3446.649
62,3426.892
63,3429.195
64,3399.379
65,3442.551
66,3439.523
67,3466.185
68,3472.229
69,3461.618
70,3499.863
71,3484.239
72,3470.906
73,3453.529
74,3470.388
75,3456.783
76,3417.773
77,3492.931
78,3425.156
79,3398.018
80,3430.147
81,3445.156
82,3439.440
83,3424.124
84,3454.584
85,3452.656
86,3448.455
87,3485.988
88,3445.203
89,3456.861
