X	Y
166.000	272.000
166.131	272.992
166.262	273.984
166.392	274.975
166.521	275.968
166.647	276.960
166.772	277.953
166.894	278.945
167.014	279.939
167.129	280.932
167.241	281.927
167.349	282.921
167.452	283.916
167.551	284.912
167.644	285.908
167.731	286.904
167.813	287.901
167.889	288.899
167.958	289.897
168.020	290.895
168.075	291.894
168.123	292.894
168.163	293.893
168.196	294.893
168.221	295.893
168.238	296.893
168.247	297.894
168.247	298.894
168.239	299.894
168.223	300.895
168.198	301.895
168.164	302.895
168.122	303.894
168.071	304.893
168.012	305.892
167.945	306.890
167.870	307.888
167.787	308.885
167.697	309.881
167.599	310.876
167.493	311.871
167.381	312.865
167.261	313.859
167.135	314.851
167.001	315.842
166.860	316.833
166.713	317.822
166.559	318.811
166.398	319.798
166.230	320.784
166.057	321.770
165.876	322.754
165.689	323.736
165.495	324.718
165.295	325.698
165.089	326.677
164.876	327.654
164.656	328.630
164.430	329.605
164.198	330.578
163.960	331.550
163.715	332.520
163.463	333.488
163.205	334.454
162.941	335.419
162.670	336.382
162.393	337.344
162.109	338.303
161.819	339.260
161.522	340.215
161.218	341.169
160.907	342.120
160.590	343.068
160.266	344.015
159.935	344.959
159.597	345.900
159.252	346.839
158.900	347.776
158.541	348.709
158.174	349.640
157.801	350.569
157.422	351.494
157.034	352.417
156.640	353.336
156.240	354.253
155.832	355.166
155.417	356.077
154.996	356.984
154.567	357.888
154.132	358.789
153.690	359.686
153.241	360.580
152.786	361.471
152.323	362.358
151.854	363.242
151.378	364.121
150.895	364.997
150.405	365.870
149.909	366.738
149.405	367.603
148.895	368.464
148.379	369.320
147.855	370.173
147.325	371.021
146.788	371.865
146.244	372.704
145.693	373.539
145.135	374.370
144.571	375.196
143.999	376.017
143.421	376.834
142.836	377.645
142.244	378.452
141.646	379.253
141.040	380.049
140.427	380.840
139.808	381.626
139.181	382.406
138.548	383.180
137.908	383.949
137.260	384.712
136.607	385.469
135.947	386.221
135.280	386.967
134.608	387.708
133.930	388.443
133.246	389.173
132.557	389.899
131.863	390.619
131.163	391.334
130.459	392.044
129.750	392.750
129.036	393.451
128.319	394.148
127.597	394.841
126.872	395.530
126.143	396.216
125.411	396.897
124.675	397.575
123.937	398.250
123.196	398.922
122.452	399.591
121.706	400.258
120.958	400.922
120.208	401.585
119.457	402.245
118.704	402.903
117.949	403.561
117.194	404.217
116.438	404.872
115.681	405.526
114.924	406.180
114.167	406.833
